"Date","Mercury","Lead","Location"
2019-04-24,586.1,472.1,"Lake"
2019-04-25,800.8,507.2,"Lake"
2019-04-26,NA,NA,"Lake"
2019-04-27,816,588.3,"Lake"
2019-04-28,789.7,543.9,"Lake"
2019-04-29,NA,NA,"Lake"
2019-04-30,546.6,429.1,"Lake"
2019-05-01,711.3,517.5,"Lake"
2019-05-02,667.9,539.3,"Lake"
2019-05-03,694,403.6,"Lake"
2019-05-04,743.2,449,"Lake"
2019-05-05,644.7,475.2,"Lake"
2019-05-06,788.4,527.3,"Lake"
2019-05-07,722.3,299.9,"Lake"
2019-05-08,644.7,658.3,"Lake"
2019-05-09,659,557.2,"Lake"
2019-05-10,NA,NA,"Lake"
2019-05-11,694.1,573.3,"Lake"
2019-05-12,953.8,546.9,"Lake"
2019-05-13,740.3,272.1,"Lake"
2019-05-14,758.4,530.3,"Lake"
2019-05-15,NA,NA,"Lake"
2019-05-16,786.3,344.9,"Lake"
2019-05-17,548.2,604.9,"Lake"
2019-05-18,640.8,378.6,"Lake"
2019-05-19,710,491.6,"Lake"
2019-05-20,488.4,367.1,"Lake"
2019-05-21,853.6,475.6,"Lake"
2019-05-22,NA,NA,"Lake"
2019-05-23,NA,NA,"Lake"
2019-05-24,802.6,494.5,"Lake"
2019-05-25,547,658.3,"Lake"
2019-05-26,648.4,667.2,"Lake"
2019-05-27,553.2,495.6,"Lake"
2019-05-28,689.5,453.1,"Lake"
2019-05-29,758.9,576.3,"Lake"
2019-05-30,550.1,575.1,"Lake"
2019-05-31,NA,NA,"Lake"
2019-06-01,595.4,417.9,"Lake"
2019-06-02,NA,NA,"Lake"
2019-06-03,615.1,574.4,"Lake"
2019-06-04,731.6,445.6,"Lake"
2019-06-05,NA,NA,"Lake"
2019-06-06,562.4,339.1,"Lake"
2019-06-07,NA,NA,"Lake"
2019-06-08,NA,NA,"Lake"
2019-06-09,NA,NA,"Lake"
2019-06-10,NA,NA,"Lake"
2019-06-11,608.9,375.5,"Lake"
2019-06-12,NA,NA,"Lake"
2019-06-13,686.2,546.2,"Lake"
2019-06-14,876,469.2,"Lake"
2019-06-15,NA,NA,"Lake"
2019-06-16,810.3,609.3,"Lake"
2019-06-17,NA,NA,"Lake"
2019-06-18,639.3,741.2,"Lake"
2019-06-19,680.8,632.1,"Lake"
2019-06-20,534.4,455.9,"Lake"
2019-06-21,598.7,423,"Lake"
2019-06-22,651.3,595.1,"Lake"
2019-06-23,713.6,530.4,"Lake"
2019-06-24,700.1,598,"Lake"
2019-06-25,669.9,433.6,"Lake"
2019-06-26,673.8,540.3,"Lake"
2019-06-27,NA,NA,"Lake"
2019-06-28,NA,NA,"Lake"
2019-06-29,692.5,556.6,"Lake"
2019-06-30,601.3,497.1,"Lake"
2019-07-01,459.1,500.7,"Lake"
2019-07-02,489.1,551,"Lake"
2019-07-03,599.8,469.3,"Lake"
2019-07-04,544.8,555.4,"Lake"
2019-07-05,525.9,392.3,"Lake"
2019-07-06,707,490.4,"Lake"
2019-07-07,678.9,624.8,"Lake"
2019-07-08,537.7,525.8,"Lake"
2019-07-09,629.1,653.8,"Lake"
2019-07-10,NA,NA,"Lake"
2019-07-11,734.3,631.6,"Lake"
2019-07-12,NA,NA,"Lake"
2019-07-13,NA,NA,"Lake"
2019-07-14,648.6,619.5,"Lake"
2019-07-15,644.2,625.5,"Lake"
2019-07-16,595.4,436.1,"Lake"
2019-07-17,703.4,558,"Lake"
2019-07-18,NA,NA,"Lake"
2019-07-19,NA,NA,"Lake"
2019-07-20,705.7,602.5,"Lake"
2019-07-21,708.1,669.5,"Lake"
2019-07-22,594.3,554.2,"Lake"
2019-07-23,NA,NA,"Lake"
2019-07-24,NA,NA,"Lake"
2019-07-25,509.6,617.1,"Lake"
2019-07-26,733.9,433.5,"Lake"
2019-07-27,791.6,502.9,"Lake"
2019-07-28,909.5,490.6,"Lake"
2019-07-29,505,301.4,"Lake"
2019-07-30,745.2,616,"Lake"
2019-07-31,641.7,436.5,"Lake"
2019-08-01,667.4,400.7,"Lake"
2019-08-02,NA,NA,"Lake"
2019-08-03,663,482.6,"Lake"
2019-08-04,648.6,564.5,"Lake"
2019-08-05,614.7,379.7,"Lake"
2019-08-06,727.6,424.3,"Lake"
2019-08-07,597.2,481.7,"Lake"
2019-08-08,603.5,540.3,"Lake"
2019-08-09,699.4,641.7,"Lake"
2019-08-10,755.8,483.9,"Lake"
2019-08-11,NA,NA,"Lake"
2019-08-12,NA,NA,"Lake"
2019-08-13,497.6,260.7,"Lake"
2019-08-14,681.1,514.3,"Lake"
2019-08-15,882,618.2,"Lake"
2019-08-16,656.5,518.9,"Lake"
2019-08-17,NA,NA,"Lake"
2019-08-18,548.6,518.8,"Lake"
2019-08-19,641.9,623.3,"Lake"
2019-08-20,493.8,554.1,"Lake"
2019-08-21,590.4,502.3,"Lake"
2019-08-22,641.7,547.6,"Lake"
2019-08-23,570.8,493.6,"Lake"
2019-08-24,640.9,677.8,"Lake"
2019-08-25,475.6,662.4,"Lake"
2019-08-26,694,586.5,"Lake"
2019-08-27,677.1,501,"Lake"
2019-08-28,576,482.9,"Lake"
2019-08-29,NA,NA,"Lake"
2019-08-30,710.8,477.3,"Lake"
2019-08-31,726,514.3,"Lake"
2019-09-01,578.7,577.1,"Lake"
2019-09-02,512.1,747.9,"Lake"
2019-09-03,NA,NA,"Lake"
2019-09-04,642.6,474.8,"Lake"
2019-09-05,812.8,653,"Lake"
2019-09-06,NA,NA,"Lake"
2019-09-07,453.7,438.9,"Lake"
2019-09-08,723.9,422.9,"Lake"
2019-09-09,606.5,538.2,"Lake"
2019-09-10,NA,NA,"Lake"
2019-09-11,471.5,683.2,"Lake"
2019-09-12,574.9,613.9,"Lake"
2019-09-13,611.2,650.3,"Lake"
2019-09-14,632.7,537.4,"Lake"
2019-09-15,769.4,646.6,"Lake"
2019-09-16,610.7,574.3,"Lake"
2019-09-17,480.3,643,"Lake"
2019-09-18,NA,NA,"Lake"
2019-09-19,487,478.1,"Lake"
2019-09-20,617.1,591.4,"Lake"
2019-09-21,553,432.5,"Lake"
2019-09-22,NA,NA,"Lake"
2019-09-23,436.5,565.6,"Lake"
2019-09-24,710.9,611.3,"Lake"
2019-09-25,NA,NA,"Lake"
2019-09-26,571.5,716.5,"Lake"
2019-09-27,638.8,492.7,"Lake"
2019-09-28,NA,NA,"Lake"
2019-09-29,440.2,556.3,"Lake"
2019-09-30,NA,NA,"Lake"
2019-10-01,584.2,550.6,"Lake"
2019-10-02,659.3,498.3,"Lake"
2019-10-03,NA,NA,"Lake"
2019-10-04,609.3,526.6,"Lake"
2019-10-05,490.2,538.5,"Lake"
2019-10-06,NA,NA,"Lake"
2019-10-07,588.1,451.1,"Lake"
2019-10-08,604.2,592.5,"Lake"
2019-10-09,557.4,506.3,"Lake"
2019-10-10,516.4,566.1,"Lake"
2019-10-11,725.6,553.8,"Lake"
2019-10-12,585.1,581.1,"Lake"
2019-10-13,683.4,586,"Lake"
2019-10-14,590,574.5,"Lake"
2019-10-15,574.2,628.7,"Lake"
2019-10-16,650.7,482.3,"Lake"
2019-10-17,436.6,502.6,"Lake"
2019-10-18,810.8,586.7,"Lake"
2019-10-19,582.8,451.8,"Lake"
2019-10-20,538.2,662.7,"Lake"
2019-10-21,540.7,524.7,"Lake"
2019-10-22,511.4,537.8,"Lake"
2019-10-23,674.5,457.3,"Lake"
2019-10-24,561.2,651,"Lake"
2019-10-25,643.3,585.2,"Lake"
2019-10-26,591.4,582.2,"Lake"
2019-10-27,NA,NA,"Lake"
2019-10-28,NA,NA,"Lake"
2019-10-29,713.3,483.8,"Lake"
2019-10-30,560.8,717.2,"Lake"
2019-10-31,608.2,538.3,"Lake"
2019-11-01,NA,NA,"Lake"
2019-11-02,NA,NA,"Lake"
2019-11-03,602,601.5,"Lake"
2019-11-04,690.9,470.6,"Lake"
2019-11-05,622.1,663.8,"Lake"
2019-11-06,440.2,510.9,"Lake"
2019-11-07,759.3,598.7,"Lake"
2019-11-08,629.1,418.6,"Lake"
2019-11-09,549.2,611.8,"Lake"
