"Date","Mercury","Lead","Location"
2012-03-11,548.6,304.5,"Lake"
2012-03-12,491.8,158.4,"Lake"
2012-03-13,343.3,235.5,"Lake"
2012-03-14,NA,NA,"Lake"
2012-03-15,722.3,270.4,"Lake"
2012-03-16,551.3,249.2,"Lake"
2012-03-17,565.8,332.4,"Lake"
2012-03-18,602.5,273.1,"Lake"
2012-03-19,400.6,206.2,"Lake"
2012-03-20,432.8,119.2,"Lake"
2012-03-21,304.7,211.5,"Lake"
2012-03-22,548.1,157.9,"Lake"
2012-03-23,631.1,181.8,"Lake"
2012-03-24,513.5,233.3,"Lake"
2012-03-25,662.7,228.3,"Lake"
2012-03-26,422.1,30.4,"Lake"
2012-03-27,518.6,233.8,"Lake"
2012-03-28,495,175.6,"Lake"
2012-03-29,609.6,170.8,"Lake"
2012-03-30,NA,NA,"Lake"
2012-03-31,542.6,57.4,"Lake"
2012-04-01,504.2,223.9,"Lake"
2012-04-02,421,258.9,"Lake"
2012-04-03,NA,NA,"Lake"
2012-04-04,504.2,220.5,"Lake"
2012-04-05,600.6,163.5,"Lake"
2012-04-06,348.7,210.8,"Lake"
2012-04-07,NA,NA,"Lake"
2012-04-08,247.3,226.9,"Lake"
2012-04-09,595.1,235.6,"Lake"
2012-04-10,544.4,220.2,"Lake"
2012-04-11,544.6,344.2,"Lake"
2012-04-12,NA,NA,"Lake"
2012-04-13,543.6,229.2,"Lake"
2012-04-14,344.9,270.3,"Lake"
2012-04-15,463.2,0,"Lake"
2012-04-16,NA,NA,"Lake"
2012-04-17,516.6,93.6,"Lake"
2012-04-18,526.9,332.4,"Lake"
2012-04-19,621.7,206,"Lake"
2012-04-20,477.4,137.2,"Lake"
2012-04-21,NA,NA,"Lake"
2012-04-22,NA,NA,"Lake"
2012-04-23,469.9,148.1,"Lake"
2012-04-24,NA,NA,"Lake"
2012-04-25,NA,NA,"Lake"
2012-04-26,400.9,148.1,"Lake"
2012-04-27,NA,NA,"Lake"
2012-04-28,587.6,130.8,"Lake"
2012-04-29,446,197.7,"Lake"
2012-04-30,546.2,100.3,"Lake"
2012-05-01,514.9,233.1,"Lake"
2012-05-02,468,186.5,"Lake"
2012-05-03,624.3,77.8,"Lake"
2012-05-04,471.7,142.1,"Lake"
2012-05-05,482.5,109.4,"Lake"
2012-05-06,316.6,77.3,"Lake"
2012-05-07,NA,NA,"Lake"
2012-05-08,509.6,0,"Lake"
2012-05-09,673,343.7,"Lake"
2012-05-10,481,157.4,"Lake"
2012-05-11,605.4,222.8,"Lake"
2012-05-12,589.7,211.5,"Lake"
2012-05-13,NA,NA,"Lake"
2012-05-14,487.3,209.7,"Lake"
2012-05-15,576.5,283,"Lake"
2012-05-16,NA,NA,"Lake"
2012-05-17,298.4,141,"Lake"
2012-05-18,542.2,58.2,"Lake"
2012-05-19,670.3,232.5,"Lake"
2012-05-20,362.8,196.3,"Lake"
2012-05-21,317.2,127.7,"Lake"
2012-05-22,615,217.7,"Lake"
2012-05-23,NA,NA,"Lake"
2012-05-24,525.1,214.2,"Lake"
2012-05-25,445.5,86.5,"Lake"
2012-05-26,445.2,240.8,"Lake"
2012-05-27,519.7,94.6,"Lake"
2012-05-28,NA,NA,"Lake"
2012-05-29,574.2,229.8,"Lake"
2012-05-30,334.3,360.8,"Lake"
2012-05-31,NA,NA,"Lake"
2012-06-01,559.1,283.2,"Lake"
2012-06-02,546.8,298.5,"Lake"
2012-06-03,383.4,189.2,"Lake"
2012-06-04,397.2,63.2,"Lake"
2012-06-05,399.5,206.7,"Lake"
2012-06-06,436.4,240.4,"Lake"
2012-06-07,366.1,249.7,"Lake"
2012-06-08,NA,NA,"Lake"
2012-06-09,279.6,189.6,"Lake"
2012-06-10,424.8,320,"Lake"
2012-06-11,531.1,208,"Lake"
2012-06-12,474.6,202.1,"Lake"
2012-06-13,460.1,257,"Lake"
2012-06-14,465.2,250.7,"Lake"
2012-06-15,514.8,387.5,"Lake"
