"Date","Mercury","Lead","Location"
2018-03-02,NA,NA,"River"
2018-03-03,694.8,356.6,"River"
2018-03-04,787.3,396.4,"River"
2018-03-05,815.4,247.3,"River"
2018-03-06,720.8,153.6,"River"
2018-03-07,NA,NA,"River"
2018-03-08,NA,NA,"River"
2018-03-09,683.1,252.9,"River"
2018-03-10,603.1,358.1,"River"
2018-03-11,692.9,233.1,"River"
2018-03-12,685.1,207.7,"River"
2018-03-13,671.9,19,"River"
2018-03-14,NA,NA,"River"
2018-03-15,641.9,99.1,"River"
2018-03-16,NA,NA,"River"
2018-03-17,NA,NA,"River"
2018-03-18,630.5,174.3,"River"
2018-03-19,684.1,213.9,"River"
2018-03-20,889.7,299.7,"River"
2018-03-21,787.5,440.9,"River"
2018-03-22,790.7,136.9,"River"
2018-03-23,594.7,313.8,"River"
2018-03-24,745.6,206.9,"River"
2018-03-25,1045.8,179,"River"
2018-03-26,734,182,"River"
2018-03-27,NA,NA,"River"
2018-03-28,771.2,235.5,"River"
2018-03-29,774.9,304.3,"River"
2018-03-30,669,359,"River"
2018-03-31,774.7,184.1,"River"
2018-04-01,NA,NA,"River"
2018-04-02,936.1,37,"River"
2018-04-03,620.8,199.3,"River"
2018-04-04,784.1,245.7,"River"
2018-04-05,640.9,221,"River"
2018-04-06,623,195.7,"River"
2018-04-07,671.2,369.7,"River"
2018-04-08,680.8,295.2,"River"
2018-04-09,812.8,351.8,"River"
2018-04-10,NA,NA,"River"
2018-04-11,NA,NA,"River"
2018-04-12,765.3,247.4,"River"
2018-04-13,NA,NA,"River"
2018-04-14,672.8,113.3,"River"
2018-04-15,NA,NA,"River"
2018-04-16,713.4,169.2,"River"
2018-04-17,NA,NA,"River"
2018-04-18,850.6,139,"River"
2018-04-19,627.1,112.8,"River"
2018-04-20,753.8,13.7,"River"
2018-04-21,NA,NA,"River"
2018-04-22,825.2,18.2,"River"
2018-04-23,785.5,229.8,"River"
2018-04-24,838,330.8,"River"
2018-04-25,626.9,335.6,"River"
2018-04-26,684.4,120.1,"River"
2018-04-27,758.7,308.8,"River"
2018-04-28,692.6,122.2,"River"
2018-04-29,NA,NA,"River"
2018-04-30,NA,NA,"River"
2018-05-01,952.3,-11.2,"River"
2018-05-02,820.6,280.2,"River"
2018-05-03,633.4,323.6,"River"
2018-05-04,830.9,248,"River"
2018-05-05,728.1,167.4,"River"
2018-05-06,NA,NA,"River"
2018-05-07,NA,NA,"River"
2018-05-08,740.4,361.8,"River"
2018-05-09,747.8,227.2,"River"
2018-05-10,NA,NA,"River"
