"Date","Mercury","Lead","Location"
2020-12-14,607.9,621.6,"Lake"
2020-12-15,769.1,725,"Lake"
2020-12-16,588,564.6,"Lake"
2020-12-17,608.1,796.3,"Lake"
2020-12-18,433.7,526.5,"Lake"
2020-12-19,534.2,583,"Lake"
2020-12-20,651.1,586.1,"Lake"
2020-12-21,640.8,576.8,"Lake"
2020-12-22,NA,NA,"Lake"
2020-12-23,727.9,533.9,"Lake"
2020-12-24,NA,NA,"Lake"
2020-12-25,NA,NA,"Lake"
2020-12-26,637.4,490,"Lake"
2020-12-27,745.8,681.7,"Lake"
2020-12-28,758,497.4,"Lake"
2020-12-29,616.3,602.5,"Lake"
2020-12-30,815,511.2,"Lake"
2020-12-31,669.7,562.7,"Lake"
2010-01-01,597.2,136.4,"River"
2010-01-02,695.3,-43.2,"River"
2010-01-03,711.8,32.5,"River"
2010-01-04,664.7,292.1,"River"
2010-01-05,506.2,221.6,"River"
2010-01-06,661.4,269.9,"River"
2010-01-07,NA,NA,"River"
2010-01-08,NA,NA,"River"
2010-01-09,747.9,229.4,"River"
2010-01-10,649.5,163.5,"River"
2010-01-11,590.6,270.7,"River"
2010-01-12,785.3,289.7,"River"
2010-01-13,NA,NA,"River"
2010-01-14,611.1,48,"River"
2010-01-15,NA,NA,"River"
2010-01-16,525.6,37.9,"River"
2010-01-17,NA,NA,"River"
2010-01-18,NA,NA,"River"
2010-01-19,NA,NA,"River"
2010-01-20,816.5,163.5,"River"
2010-01-21,586.7,351.3,"River"
2010-01-22,703.3,198.6,"River"
2010-01-23,532,207.9,"River"
2010-01-24,NA,NA,"River"
2010-01-25,872.9,183.6,"River"
2010-01-26,855.3,149.3,"River"
2010-01-27,718.8,313.7,"River"
2010-01-28,705,266.3,"River"
2010-01-29,697.1,91.4,"River"
2010-01-30,823.8,284.1,"River"
2010-01-31,662.8,197.6,"River"
2010-02-01,639.9,215.4,"River"
2010-02-02,769.1,-5.1,"River"
2010-02-03,NA,NA,"River"
2010-02-04,NA,NA,"River"
2010-02-05,798.1,146.9,"River"
2010-02-06,NA,NA,"River"
2010-02-07,634.4,253.4,"River"
2010-02-08,640.6,40.2,"River"
2010-02-09,669.8,41.4,"River"
2010-02-10,924.8,36.3,"River"
2010-02-11,792.8,127,"River"
2010-02-12,774.4,287.6,"River"
2010-02-13,NA,NA,"River"
2010-02-14,599.8,109.8,"River"
2010-02-15,NA,NA,"River"
2010-02-16,929.4,337.2,"River"
2010-02-17,676,295.7,"River"
2010-02-18,677,309,"River"
2010-02-19,854.9,191.5,"River"
2010-02-20,923.7,140.7,"River"
2010-02-21,514.6,275.1,"River"
2010-02-22,739.7,239.8,"River"
2010-02-23,743.5,359.6,"River"
2010-02-24,801.9,87,"River"
2010-02-25,NA,NA,"River"
2010-02-26,704.4,87.4,"River"
2010-02-27,908.9,184.6,"River"
2010-02-28,594.8,-12.9,"River"
2010-03-01,732.1,204.7,"River"
2010-03-02,722.2,233,"River"
2010-03-03,NA,NA,"River"
2010-03-04,NA,NA,"River"
2010-03-05,858.5,156.3,"River"
2010-03-06,NA,NA,"River"
2010-03-07,752,351.6,"River"
2010-03-08,NA,NA,"River"
2010-03-09,671.2,161.2,"River"
2010-03-10,616.6,129.8,"River"
2010-03-11,NA,NA,"River"
2010-03-12,816.1,189.6,"River"
2010-03-13,NA,NA,"River"
2010-03-14,758.8,119.3,"River"
2010-03-15,718.6,119.6,"River"
2010-03-16,824.8,202.6,"River"
2010-03-17,NA,NA,"River"
2010-03-18,722,66.2,"River"
2010-03-19,806.6,163.9,"River"
