"Date","Mercury","Lead","Location"
2010-07-02,712.1,325.2,"River"
2010-07-03,746.8,149.7,"River"
2010-07-04,794.8,133.5,"River"
2010-07-05,918.2,175.3,"River"
2010-07-06,652.3,-45.9,"River"
2010-07-07,NA,NA,"River"
2010-07-08,577.2,127.6,"River"
2010-07-09,686.1,-10.3,"River"
2010-07-10,NA,NA,"River"
2010-07-11,821.3,149.3,"River"
2010-07-12,646.5,265.7,"River"
2010-07-13,646.8,204.2,"River"
2010-07-14,653.4,256,"River"
2010-07-15,804.6,152.2,"River"
2010-07-16,486.8,370.2,"River"
2010-07-17,NA,NA,"River"
2010-07-18,597.6,210.1,"River"
2010-07-19,NA,NA,"River"
2010-07-20,665.3,323.2,"River"
2010-07-21,797.4,292.3,"River"
2010-07-22,656.6,167.4,"River"
2010-07-23,775.5,121.3,"River"
2010-07-24,666.9,208.5,"River"
2010-07-25,676.3,225.5,"River"
2010-07-26,623.9,154.3,"River"
2010-07-27,728.7,226.5,"River"
2010-07-28,763.1,147.1,"River"
2010-07-29,688,139.9,"River"
2010-07-30,656.4,183.9,"River"
2010-07-31,581.1,54.3,"River"
2010-08-01,NA,NA,"River"
2010-08-02,640.3,340.9,"River"
2010-08-03,556.5,268.6,"River"
2010-08-04,787.2,101,"River"
2010-08-05,544.8,382.2,"River"
2010-08-06,795.2,278.2,"River"
2010-08-07,NA,NA,"River"
2010-08-08,607.9,255.4,"River"
2010-08-09,519.7,253.4,"River"
2010-08-10,610.5,251.3,"River"
2010-08-11,NA,NA,"River"
2010-08-12,646.7,41.7,"River"
2010-08-13,NA,NA,"River"
2010-08-14,545.4,70.3,"River"
2010-08-15,NA,NA,"River"
2010-08-16,733,61.5,"River"
2010-08-17,NA,NA,"River"
2010-08-18,NA,NA,"River"
2010-08-19,838.3,210.3,"River"
2010-08-20,NA,NA,"River"
2010-08-21,707.6,306.3,"River"
2010-08-22,700.7,264,"River"
2010-08-23,664.9,208.6,"River"
2010-08-24,636.3,198,"River"
2010-08-25,638.1,248.3,"River"
2010-08-26,651.8,138.9,"River"
2010-08-27,634.5,231.2,"River"
2010-08-28,573.6,276.9,"River"
2010-08-29,NA,NA,"River"
2010-08-30,NA,NA,"River"
2010-08-31,592.7,87.6,"River"
2010-09-01,600.4,120.9,"River"
2010-09-02,NA,NA,"River"
2010-09-03,NA,NA,"River"
2010-09-04,767.5,293.4,"River"
2010-09-05,744.9,248.8,"River"
2010-09-06,NA,NA,"River"
2010-09-07,534.7,5.7,"River"
2010-09-08,NA,NA,"River"
2010-09-09,866.1,247.8,"River"
2010-09-10,838,112.3,"River"
2010-09-11,603.6,256.1,"River"
2010-09-12,NA,NA,"River"
2010-09-13,689.1,213.2,"River"
2010-09-14,655.7,346.3,"River"
2010-09-15,NA,NA,"River"
2010-09-16,609.6,191.9,"River"
2010-09-17,768.3,138.6,"River"
2010-09-18,855.6,35,"River"
2010-09-19,680.8,258.7,"River"
2010-09-20,526.7,137.4,"River"
2010-09-21,343.2,56.2,"River"
2010-09-22,660.6,427,"River"
2010-09-23,608.8,-21.8,"River"
2010-09-24,NA,NA,"River"
2010-09-25,481.2,295.2,"River"
2010-09-26,780.3,125.4,"River"
2010-09-27,NA,NA,"River"
2010-09-28,NA,NA,"River"
2010-09-29,743.1,268,"River"
2010-09-30,723.8,239.5,"River"
2010-10-01,NA,NA,"River"
2010-10-02,628.2,209.8,"River"
2010-10-03,NA,NA,"River"
2010-10-04,684.3,263.8,"River"
2010-10-05,608.5,250.6,"River"
2010-10-06,596.3,231.2,"River"
2010-10-07,797.3,41.4,"River"
2010-10-08,543.6,125.8,"River"
2010-10-09,550.1,363.9,"River"
2010-10-10,546.1,189,"River"
2010-10-11,592.3,125.5,"River"
2010-10-12,707.9,170.8,"River"
2010-10-13,620.7,-31.1,"River"
2010-10-14,NA,NA,"River"
2010-10-15,617.3,201.2,"River"
2010-10-16,695.9,184.7,"River"
2010-10-17,NA,NA,"River"
2010-10-18,763,205.7,"River"
2010-10-19,601.3,129.4,"River"
2010-10-20,620.7,120.8,"River"
2010-10-21,NA,NA,"River"
2010-10-22,568.7,121.2,"River"
2010-10-23,NA,NA,"River"
2010-10-24,NA,NA,"River"
2010-10-25,478.8,40.5,"River"
2010-10-26,522.1,147.8,"River"
2010-10-27,748.3,285.7,"River"
2010-10-28,NA,NA,"River"
2010-10-29,592.8,281.3,"River"
2010-10-30,689.5,143.8,"River"
2010-10-31,793.2,522.5,"River"
2010-11-01,736.4,170.6,"River"
2010-11-02,683.8,407.2,"River"
2010-11-03,691.7,229.7,"River"
2010-11-04,NA,NA,"River"
2010-11-05,NA,NA,"River"
2010-11-06,726.6,255.8,"River"
2010-11-07,646.5,359.7,"River"
2010-11-08,519.3,233.2,"River"
2010-11-09,600.3,148.2,"River"
2010-11-10,622.4,153,"River"
2010-11-11,733.2,210.5,"River"
2010-11-12,774.7,318.9,"River"
2010-11-13,554.8,173.4,"River"
2010-11-14,NA,NA,"River"
2010-11-15,688,196.9,"River"
2010-11-16,NA,NA,"River"
2010-11-17,592.1,389.6,"River"
2010-11-18,543.4,107.9,"River"
2010-11-19,754.2,335.7,"River"
2010-11-20,NA,NA,"River"
2010-11-21,563.6,143.9,"River"
2010-11-22,632.2,233.4,"River"
2010-11-23,565.3,292.8,"River"
2010-11-24,680.1,227.9,"River"
2010-11-25,831,123.6,"River"
2010-11-26,667.2,189.2,"River"
2010-11-27,NA,NA,"River"
2010-11-28,859.8,194.7,"River"
2010-11-29,NA,NA,"River"
2010-11-30,542.5,154,"River"
2010-12-01,616.9,213,"River"
2010-12-02,717.7,211.7,"River"
2010-12-03,726.7,76.9,"River"
2010-12-04,NA,NA,"River"
2010-12-05,808,199.3,"River"
2010-12-06,616.9,202.6,"River"
2010-12-07,670,178.4,"River"
2010-12-08,742.7,372.3,"River"
2010-12-09,769.2,341.8,"River"
2010-12-10,860,262.4,"River"
2010-12-11,NA,NA,"River"
2010-12-12,615.3,213.6,"River"
2010-12-13,NA,NA,"River"
2010-12-14,605.7,232.7,"River"
2010-12-15,NA,NA,"River"
2010-12-16,576.5,239.6,"River"
2010-12-17,909.2,129.1,"River"
2010-12-18,778,155.9,"River"
2010-12-19,648.5,206.9,"River"
2010-12-20,603,440.3,"River"
2010-12-21,780.9,94.9,"River"
2010-12-22,825.8,219.8,"River"
2010-12-23,468.1,154.1,"River"
2010-12-24,883.2,118.4,"River"
2010-12-25,640.5,187.3,"River"
2010-12-26,NA,NA,"River"
2010-12-27,705.3,148.2,"River"
2010-12-28,657.2,179.7,"River"
2010-12-29,826.2,67.6,"River"
2010-12-30,764.2,251.5,"River"
2010-12-31,630.8,369.8,"River"
2011-01-01,772.8,387,"River"
2011-01-02,674.8,259.4,"River"
2011-01-03,697,190.1,"River"
2011-01-04,NA,NA,"River"
2011-01-05,NA,NA,"River"
2011-01-06,NA,NA,"River"
2011-01-07,NA,NA,"River"
2011-01-08,635.2,24.7,"River"
2011-01-09,617.6,240.7,"River"
2011-01-10,566.3,86.7,"River"
2011-01-11,754.7,286,"River"
2011-01-12,619.1,160.7,"River"
2011-01-13,NA,NA,"River"
2011-01-14,724.4,286,"River"
2011-01-15,673.6,228.6,"River"
2011-01-16,690,218.8,"River"
2011-01-17,726.6,121.3,"River"
