"Date","Mercury","Lead","Location"
2013-04-15,508.3,281.7,"Lake"
2013-04-16,NA,NA,"Lake"
2013-04-17,NA,NA,"Lake"
2013-04-18,391.6,228.9,"Lake"
2013-04-19,430.3,191.1,"Lake"
2013-04-20,NA,NA,"Lake"
2013-04-21,NA,NA,"Lake"
2013-04-22,579.2,144.7,"Lake"
2013-04-23,460.3,296.9,"Lake"
2013-04-24,NA,NA,"Lake"
2013-04-25,571.8,347.1,"Lake"
2013-04-26,419.4,337.5,"Lake"
2013-04-27,526.9,143.3,"Lake"
2013-04-28,753.1,11.4,"Lake"
2013-04-29,NA,NA,"Lake"
2013-04-30,329.7,465.6,"Lake"
2013-05-01,NA,NA,"Lake"
2013-05-02,NA,NA,"Lake"
2013-05-03,426.4,314.2,"Lake"
2013-05-04,394.1,228.7,"Lake"
2013-05-05,NA,NA,"Lake"
2013-05-06,509.8,251.6,"Lake"
2013-05-07,544.5,320.3,"Lake"
2013-05-08,499.1,278.9,"Lake"
2013-05-09,597.1,296.6,"Lake"
2013-05-10,NA,NA,"Lake"
2013-05-11,384.4,282.9,"Lake"
2013-05-12,558.6,395.9,"Lake"
2013-05-13,486.3,328.9,"Lake"
2013-05-14,529.2,298.8,"Lake"
2013-05-15,491.1,277.9,"Lake"
2013-05-16,616.7,252.1,"Lake"
2013-05-17,517.1,105.3,"Lake"
2013-05-18,NA,NA,"Lake"
2013-05-19,522.4,353.5,"Lake"
2013-05-20,748.1,274.6,"Lake"
2013-05-21,399.9,203,"Lake"
2013-05-22,NA,NA,"Lake"
2013-05-23,NA,NA,"Lake"
2013-05-24,452.6,274.6,"Lake"
2013-05-25,412.8,170.9,"Lake"
2013-05-26,547.2,191.9,"Lake"
2013-05-27,521.1,305.7,"Lake"
2013-05-28,602.2,194.8,"Lake"
2013-05-29,NA,NA,"Lake"
2013-05-30,NA,NA,"Lake"
2013-05-31,381.6,142.4,"Lake"
2013-06-01,NA,NA,"Lake"
2013-06-02,608.5,360,"Lake"
2013-06-03,661.8,285.2,"Lake"
2013-06-04,NA,NA,"Lake"
2013-06-05,306.4,356.2,"Lake"
2013-06-06,645.8,380.3,"Lake"
2013-06-07,NA,NA,"Lake"
2013-06-08,568,303.6,"Lake"
2013-06-09,506.1,204.5,"Lake"
2013-06-10,415,90.4,"Lake"
2013-06-11,452.1,278.9,"Lake"
2013-06-12,584.3,437.3,"Lake"
2013-06-13,421,275.7,"Lake"
2013-06-14,NA,NA,"Lake"
2013-06-15,530.7,558.7,"Lake"
2013-06-16,475.1,218.5,"Lake"
2013-06-17,559.5,313.5,"Lake"
2013-06-18,429.7,346,"Lake"
2013-06-19,NA,NA,"Lake"
2013-06-20,558.5,282.5,"Lake"
2013-06-21,496.1,220.8,"Lake"
2013-06-22,506.8,262,"Lake"
2013-06-23,471.1,379.7,"Lake"
2013-06-24,581.9,354,"Lake"
2013-06-25,599.7,214.6,"Lake"
2013-06-26,NA,NA,"Lake"
2013-06-27,NA,NA,"Lake"
2013-06-28,477.7,82.8,"Lake"
2013-06-29,572.7,253.9,"Lake"
2013-06-30,490.1,408.3,"Lake"
2013-07-01,705.4,0,"Lake"
2013-07-02,NA,NA,"Lake"
2013-07-03,640.4,354.4,"Lake"
2013-07-04,433.8,306.2,"Lake"
2013-07-05,NA,NA,"Lake"
2013-07-06,NA,NA,"Lake"
2013-07-07,480.8,184.6,"Lake"
2013-07-08,NA,NA,"Lake"
2013-07-09,386.9,39.9,"Lake"
2013-07-10,320.5,345.2,"Lake"
2013-07-11,517.9,284.3,"Lake"
2013-07-12,449.6,287.2,"Lake"
2013-07-13,481,422.9,"Lake"
2013-07-14,389.3,142.8,"Lake"
2013-07-15,465.8,206.2,"Lake"
2013-07-16,373.6,179.8,"Lake"
2013-07-17,502.5,249.1,"Lake"
2013-07-18,659.4,485.4,"Lake"
2013-07-19,390.4,371.7,"Lake"
2013-07-20,248.5,170.6,"Lake"
2013-07-21,NA,NA,"Lake"
2013-07-22,472.7,153.2,"Lake"
2013-07-23,502.5,165.8,"Lake"
2013-07-24,424.8,326.2,"Lake"
2013-07-25,287.2,367.9,"Lake"
2013-07-26,546.2,230.8,"Lake"
2013-07-27,618.1,74,"Lake"
2013-07-28,493.5,317.5,"Lake"
2013-07-29,611.9,300.4,"Lake"
2013-07-30,430.4,337.2,"Lake"
2013-07-31,371.6,107.5,"Lake"
2013-08-01,530.1,378.8,"Lake"
2013-08-02,481.1,290.8,"Lake"
2013-08-03,462.6,97.1,"Lake"
2013-08-04,354.2,263.7,"Lake"
2013-08-05,526.6,275.1,"Lake"
2013-08-06,488.9,362,"Lake"
2013-08-07,NA,NA,"Lake"
2013-08-08,522.3,357.7,"Lake"
2013-08-09,NA,NA,"Lake"
2013-08-10,499.6,295.5,"Lake"
2013-08-11,NA,NA,"Lake"
2013-08-12,454.5,227.5,"Lake"
2013-08-13,408.1,239.1,"Lake"
2013-08-14,372.5,196.3,"Lake"
2013-08-15,271,247.5,"Lake"
2013-08-16,253,241.7,"Lake"
2013-08-17,652,206.8,"Lake"
2013-08-18,NA,NA,"Lake"
2013-08-19,456.5,418.9,"Lake"
2013-08-20,NA,NA,"Lake"
2013-08-21,457.3,86.2,"Lake"
2013-08-22,449.3,218.8,"Lake"
2013-08-23,306.3,353.1,"Lake"
2013-08-24,NA,NA,"Lake"
2013-08-25,360.4,172.1,"Lake"
2013-08-26,600.6,87.2,"Lake"
2013-08-27,301.3,358.2,"Lake"
2013-08-28,466.9,234.1,"Lake"
2013-08-29,395.3,406.1,"Lake"
2013-08-30,449.3,410.6,"Lake"
2013-08-31,478.9,287,"Lake"
2013-09-01,NA,NA,"Lake"
2013-09-02,468.9,249.5,"Lake"
2013-09-03,389.4,318.8,"Lake"
2013-09-04,557.4,372.2,"Lake"
2013-09-05,NA,NA,"Lake"
2013-09-06,334.9,423.5,"Lake"
2013-09-07,368.2,364.1,"Lake"
2013-09-08,NA,NA,"Lake"
2013-09-09,456.8,110.4,"Lake"
2013-09-10,609.9,235.5,"Lake"
2013-09-11,387.7,123.8,"Lake"
2013-09-12,310,330.6,"Lake"
2013-09-13,398.6,328,"Lake"
2013-09-14,477.5,296.5,"Lake"
2013-09-15,281.9,299.1,"Lake"
2013-09-16,387.7,270.4,"Lake"
2013-09-17,387.3,232.5,"Lake"
2013-09-18,496.4,181,"Lake"
2013-09-19,418.6,39.1,"Lake"
2013-09-20,NA,NA,"Lake"
2013-09-21,NA,NA,"Lake"
2013-09-22,564.5,654.5,"Lake"
2013-09-23,470.5,436.3,"Lake"
2013-09-24,417.2,332.7,"Lake"
2013-09-25,NA,NA,"Lake"
2013-09-26,564.8,140.3,"Lake"
2013-09-27,448.8,339.9,"Lake"
2013-09-28,507.6,170.5,"Lake"
2013-09-29,165.6,355.4,"Lake"
2013-09-30,541.9,303.6,"Lake"
2013-10-01,590.5,202.5,"Lake"
2013-10-02,281.4,229.1,"Lake"
2013-10-03,466.1,288.7,"Lake"
2013-10-04,NA,NA,"Lake"
2013-10-05,538.8,276.5,"Lake"
2013-10-06,417.4,221.2,"Lake"
2013-10-07,NA,NA,"Lake"
2013-10-08,399.4,293.8,"Lake"
2013-10-09,NA,NA,"Lake"
2013-10-10,610.8,237.1,"Lake"
2013-10-11,530.9,179,"Lake"
2013-10-12,292.8,420.5,"Lake"
2013-10-13,NA,NA,"Lake"
2013-10-14,516.6,291.6,"Lake"
2013-10-15,643.1,310.8,"Lake"
2013-10-16,352.7,217.2,"Lake"
2013-10-17,NA,NA,"Lake"
2013-10-18,450.9,514.2,"Lake"
2013-10-19,650.6,224.5,"Lake"
2013-10-20,468.4,230.9,"Lake"
2013-10-21,NA,NA,"Lake"
2013-10-22,468.4,138.7,"Lake"
2013-10-23,NA,NA,"Lake"
2013-10-24,NA,NA,"Lake"
2013-10-25,403.4,320.5,"Lake"
2013-10-26,493.5,358,"Lake"
2013-10-27,NA,NA,"Lake"
2013-10-28,523.3,363.8,"Lake"
2013-10-29,584.2,370.4,"Lake"
2013-10-30,548,67.6,"Lake"
2013-10-31,NA,NA,"Lake"
