"Date","Mercury","Lead","Location"
2019-04-06,NA,NA,"River"
2019-04-07,865.5,95,"River"
2019-04-08,783.6,307.5,"River"
2019-04-09,730.5,187.8,"River"
2019-04-10,NA,NA,"River"
2019-04-11,661.4,35.3,"River"
2019-04-12,723.2,273.7,"River"
2019-04-13,NA,NA,"River"
2019-04-14,706.8,186.5,"River"
2019-04-15,921.7,368.2,"River"
2019-04-16,731,79.5,"River"
2019-04-17,713,173.6,"River"
2019-04-18,908.4,134.4,"River"
2019-04-19,NA,NA,"River"
2019-04-20,617.7,178.9,"River"
2019-04-21,787.2,411.1,"River"
2019-04-22,779.1,73.8,"River"
2019-04-23,654,138.2,"River"
2019-04-24,NA,NA,"River"
2019-04-25,NA,NA,"River"
2019-04-26,677,239.4,"River"
2019-04-27,NA,NA,"River"
2019-04-28,817.1,240.4,"River"
2019-04-29,396.1,220.1,"River"
2019-04-30,716.8,163.7,"River"
2019-05-01,719.9,189.3,"River"
2019-05-02,735,37.9,"River"
2019-05-03,NA,NA,"River"
2019-05-04,833.6,411.9,"River"
2019-05-05,864.1,151.4,"River"
2019-05-06,NA,NA,"River"
2019-05-07,691,333.8,"River"
2019-05-08,810.1,145.1,"River"
2019-05-09,788.2,237.8,"River"
2019-05-10,774,62.2,"River"
2019-05-11,NA,NA,"River"
2019-05-12,536.5,152,"River"
2019-05-13,NA,NA,"River"
2019-05-14,408.1,270.7,"River"
2019-05-15,897.4,-17,"River"
2019-05-16,697.2,292.7,"River"
2019-05-17,826.1,211.6,"River"
2019-05-18,NA,NA,"River"
2019-05-19,658.8,-57.7,"River"
2019-05-20,659.8,176,"River"
2019-05-21,719.8,173.7,"River"
2019-05-22,764.5,250.8,"River"
2019-05-23,804.4,181.3,"River"
2019-05-24,670.8,277.8,"River"
2019-05-25,740.8,123.1,"River"
2019-05-26,530.2,247.7,"River"
2019-05-27,604.6,293.7,"River"
2019-05-28,655.8,88.1,"River"
2019-05-29,NA,NA,"River"
2019-05-30,895.1,199.1,"River"
2019-05-31,881,166.3,"River"
