"Date","Mercury","Lead","Location"
2014-12-06,178.6,377.5,"Lake"
2014-12-07,511.4,213.8,"Lake"
2014-12-08,465.7,523.4,"Lake"
2014-12-09,NA,NA,"Lake"
2014-12-10,NA,NA,"Lake"
2014-12-11,512.9,248.1,"Lake"
2014-12-12,NA,NA,"Lake"
2014-12-13,678.1,394.6,"Lake"
2014-12-14,486.3,448,"Lake"
2014-12-15,500.7,444,"Lake"
2014-12-16,594.4,279.6,"Lake"
2014-12-17,496.3,221.7,"Lake"
2014-12-18,561,318.3,"Lake"
2014-12-19,540.3,436.8,"Lake"
2014-12-20,606.1,387.7,"Lake"
2014-12-21,519.5,276.6,"Lake"
2014-12-22,406.3,350.1,"Lake"
2014-12-23,NA,NA,"Lake"
2014-12-24,NA,NA,"Lake"
2014-12-25,NA,NA,"Lake"
2014-12-26,NA,NA,"Lake"
2014-12-27,503.4,408.4,"Lake"
2014-12-28,515.4,349.7,"Lake"
2014-12-29,385.3,413.7,"Lake"
2014-12-30,471.8,266.5,"Lake"
2014-12-31,508,353.8,"Lake"
2015-01-01,NA,NA,"Lake"
2015-01-02,523,294.7,"Lake"
2015-01-03,NA,NA,"Lake"
2015-01-04,665.6,193.2,"Lake"
2015-01-05,463.9,222.2,"Lake"
2015-01-06,406.6,314.4,"Lake"
2015-01-07,470.7,356.5,"Lake"
2015-01-08,NA,NA,"Lake"
2015-01-09,NA,NA,"Lake"
2015-01-10,441.4,323.2,"Lake"
2015-01-11,414.5,266.5,"Lake"
2015-01-12,622.1,412.7,"Lake"
2015-01-13,NA,NA,"Lake"
2015-01-14,642.5,348.7,"Lake"
2015-01-15,609.4,229,"Lake"
2015-01-16,463.9,149.8,"Lake"
2015-01-17,739.2,234.6,"Lake"
2015-01-18,NA,NA,"Lake"
2015-01-19,NA,NA,"Lake"
2015-01-20,574.6,325.2,"Lake"
2015-01-21,NA,NA,"Lake"
2015-01-22,519.5,231,"Lake"
2015-01-23,NA,NA,"Lake"
2015-01-24,474.7,244.6,"Lake"
2015-01-25,502.6,286.4,"Lake"
2015-01-26,331.2,380.1,"Lake"
2015-01-27,640.9,309.1,"Lake"
2015-01-28,532.8,249.2,"Lake"
2015-01-29,337.1,326.2,"Lake"
2015-01-30,744.8,413.8,"Lake"
2015-01-31,NA,NA,"Lake"
2015-02-01,NA,NA,"Lake"
2015-02-02,508.3,336.9,"Lake"
2015-02-03,598,411.4,"Lake"
2015-02-04,501,448.7,"Lake"
2015-02-05,579,268.9,"Lake"
2015-02-06,764.1,294.3,"Lake"
2015-02-07,456.1,287.1,"Lake"
2015-02-08,618.8,337.4,"Lake"
2015-02-09,719.6,331.8,"Lake"
2015-02-10,370.7,302.5,"Lake"
2015-02-11,599.3,269,"Lake"
2015-02-12,561.4,375.4,"Lake"
2015-02-13,554.5,282.5,"Lake"
2015-02-14,468.7,435.1,"Lake"
2015-02-15,521.7,318.1,"Lake"
2015-02-16,490.3,310,"Lake"
2015-02-17,NA,NA,"Lake"
2015-02-18,587.4,306.7,"Lake"
2015-02-19,400.6,347.7,"Lake"
2015-02-20,288.7,380.9,"Lake"
2015-02-21,626.5,376.5,"Lake"
2015-02-22,574.8,284.5,"Lake"
2015-02-23,717.6,221.3,"Lake"
2015-02-24,584.9,336.7,"Lake"
2015-02-25,536.4,268.6,"Lake"
2015-02-26,434,275.8,"Lake"
2015-02-27,583.2,316.5,"Lake"
2015-02-28,667.6,192.6,"Lake"
2015-03-01,483.1,255.4,"Lake"
2015-03-02,582.6,287,"Lake"
2015-03-03,505.3,408.5,"Lake"
2015-03-04,601.1,236.4,"Lake"
2015-03-05,752.4,477,"Lake"
2015-03-06,407.8,403.2,"Lake"
2015-03-07,640.2,430.5,"Lake"
2015-03-08,599,408.3,"Lake"
2015-03-09,627.4,437,"Lake"
2015-03-10,626.4,441.1,"Lake"
2015-03-11,NA,NA,"Lake"
2015-03-12,588.4,291.1,"Lake"
2015-03-13,NA,NA,"Lake"
2015-03-14,570.6,429.3,"Lake"
2015-03-15,592,409.2,"Lake"
2015-03-16,727.5,347,"Lake"
2015-03-17,618.7,289,"Lake"
2015-03-18,274.1,522.5,"Lake"
2015-03-19,563.3,420.9,"Lake"
2015-03-20,536.6,388.5,"Lake"
2015-03-21,769.1,277,"Lake"
2015-03-22,550,317.6,"Lake"
2015-03-23,551.3,322.8,"Lake"
2015-03-24,452,341.7,"Lake"
2015-03-25,563.9,282.1,"Lake"
