"Date","Mercury","Lead","Location"
2014-11-18,NA,NA,"River"
2014-11-19,604,37.6,"River"
2014-11-20,NA,NA,"River"
2014-11-21,NA,NA,"River"
2014-11-22,NA,NA,"River"
2014-11-23,594.5,238.2,"River"
2014-11-24,524.9,105.5,"River"
2014-11-25,768.1,151.4,"River"
2014-11-26,680.6,223.3,"River"
2014-11-27,NA,NA,"River"
2014-11-28,NA,NA,"River"
2014-11-29,NA,NA,"River"
2014-11-30,839.5,106.7,"River"
2014-12-01,NA,NA,"River"
2014-12-02,357.7,189.8,"River"
2014-12-03,833.1,179.3,"River"
2014-12-04,594.6,187,"River"
2014-12-05,673.4,-22.2,"River"
2014-12-06,666.2,231.8,"River"
2014-12-07,678.4,-139.7,"River"
2014-12-08,767.8,62.8,"River"
2014-12-09,NA,NA,"River"
2014-12-10,839.3,236.4,"River"
2014-12-11,782.2,330.7,"River"
2014-12-12,890.6,80.1,"River"
2014-12-13,770.9,366.6,"River"
2014-12-14,696,76.8,"River"
2014-12-15,818.6,159.1,"River"
2014-12-16,774.3,184.8,"River"
2014-12-17,NA,NA,"River"
2014-12-18,541.6,290.2,"River"
2014-12-19,756.6,232.9,"River"
2014-12-20,528,176.4,"River"
2014-12-21,NA,NA,"River"
2014-12-22,754.2,186.9,"River"
2014-12-23,NA,NA,"River"
2014-12-24,581.8,382.3,"River"
2014-12-25,615.1,310.7,"River"
2014-12-26,862.6,246.5,"River"
2014-12-27,621.2,301.1,"River"
2014-12-28,776.8,298.1,"River"
2014-12-29,NA,NA,"River"
2014-12-30,687.7,321.1,"River"
2014-12-31,723.1,298.5,"River"
2015-01-01,NA,NA,"River"
2015-01-02,465.6,301.1,"River"
2015-01-03,795.2,296.2,"River"
2015-01-04,814.9,65.8,"River"
2015-01-05,639.1,298.7,"River"
2015-01-06,586.7,213,"River"
2015-01-07,687.2,178.4,"River"
2015-01-08,813.6,277.9,"River"
2015-01-09,631.4,318.5,"River"
2015-01-10,711.5,270.7,"River"
2015-01-11,NA,NA,"River"
2015-01-12,NA,NA,"River"
2015-01-13,612.1,201.2,"River"
2015-01-14,NA,NA,"River"
2015-01-15,710.7,176.1,"River"
2015-01-16,565.7,337.5,"River"
2015-01-17,741.4,242,"River"
2015-01-18,681,172.4,"River"
2015-01-19,903.7,242.4,"River"
2015-01-20,686.4,245.1,"River"
2015-01-21,602.5,157.6,"River"
2015-01-22,1010.1,132.8,"River"
2015-01-23,NA,NA,"River"
2015-01-24,853.8,139,"River"
2015-01-25,633.4,270.1,"River"
2015-01-26,740.5,165.3,"River"
2015-01-27,644.3,245.5,"River"
2015-01-28,633.6,214.3,"River"
2015-01-29,762.4,216.2,"River"
2015-01-30,NA,NA,"River"
2015-01-31,654.6,342.6,"River"
2015-02-01,737.7,240,"River"
2015-02-02,NA,NA,"River"
2015-02-03,762.4,131,"River"
2015-02-04,745.5,162.3,"River"
2015-02-05,674.4,315.6,"River"
2015-02-06,NA,NA,"River"
2015-02-07,806.1,231.8,"River"
2015-02-08,848.6,106.8,"River"
2015-02-09,714.7,292.1,"River"
2015-02-10,691.4,190.8,"River"
2015-02-11,864.1,273.2,"River"
2015-02-12,702.6,151.7,"River"
2015-02-13,636.6,39.4,"River"
2015-02-14,801.2,77.4,"River"
2015-02-15,733.1,121.5,"River"
2015-02-16,646.2,137.2,"River"
2015-02-17,658,126.3,"River"
2015-02-18,NA,NA,"River"
2015-02-19,600.4,438.4,"River"
2015-02-20,603.7,109.3,"River"
2015-02-21,734.3,351.2,"River"
2015-02-22,884.3,121,"River"
2015-02-23,872.8,217.1,"River"
2015-02-24,622,234.8,"River"
2015-02-25,NA,NA,"River"
2015-02-26,NA,NA,"River"
2015-02-27,NA,NA,"River"
2015-02-28,814.2,463.4,"River"
2015-03-01,611,32.1,"River"
2015-03-02,619.8,246.5,"River"
2015-03-03,673,323,"River"
2015-03-04,859.3,197.5,"River"
2015-03-05,NA,NA,"River"
2015-03-06,794.9,123.9,"River"
2015-03-07,768.4,95.7,"River"
2015-03-08,713.1,141.8,"River"
2015-03-09,854,153,"River"
2015-03-10,975.6,84,"River"
2015-03-11,732.2,310.3,"River"
2015-03-12,712.1,406.3,"River"
2015-03-13,789.4,158.8,"River"
2015-03-14,NA,NA,"River"
2015-03-15,NA,NA,"River"
2015-03-16,863.6,198.4,"River"
2015-03-17,775.3,220.6,"River"
2015-03-18,854.4,53.9,"River"
2015-03-19,NA,NA,"River"
2015-03-20,699.6,286.2,"River"
2015-03-21,740.3,95.2,"River"
2015-03-22,701.9,294.9,"River"
2015-03-23,693.9,111.9,"River"
2015-03-24,660.6,269.5,"River"
2015-03-25,749.1,169.4,"River"
2015-03-26,628.4,263.1,"River"
2015-03-27,NA,NA,"River"
2015-03-28,NA,NA,"River"
