"Date","Mercury","Lead","Location"
2013-03-28,678.7,285.1,"River"
2013-03-29,659.7,177.9,"River"
2013-03-30,820,-3.4,"River"
2013-03-31,979.9,118.1,"River"
2013-04-01,582.4,221.7,"River"
2013-04-02,NA,NA,"River"
2013-04-03,738.3,295.2,"River"
2013-04-04,718.1,255.8,"River"
2013-04-05,NA,NA,"River"
2013-04-06,738.9,271.2,"River"
2013-04-07,744.8,329,"River"
2013-04-08,NA,NA,"River"
2013-04-09,781,7.9,"River"
2013-04-10,NA,NA,"River"
2013-04-11,662.1,215.5,"River"
2013-04-12,654.8,104.3,"River"
2013-04-13,706.2,422.8,"River"
2013-04-14,NA,NA,"River"
2013-04-15,NA,NA,"River"
2013-04-16,NA,NA,"River"
2013-04-17,704.8,15,"River"
2013-04-18,NA,NA,"River"
2013-04-19,766.8,224.7,"River"
2013-04-20,592.5,248.8,"River"
2013-04-21,838.3,173,"River"
2013-04-22,611.1,35,"River"
2013-04-23,844.9,40.8,"River"
2013-04-24,765.2,96.8,"River"
2013-04-25,536.1,55.9,"River"
2013-04-26,877.8,463.8,"River"
2013-04-27,733.9,249.6,"River"
2013-04-28,NA,NA,"River"
2013-04-29,833.9,99.5,"River"
2013-04-30,896.5,164.7,"River"
2013-05-01,819.7,111.1,"River"
2013-05-02,757.2,226.6,"River"
2013-05-03,626.4,336.9,"River"
2013-05-04,830.4,260.1,"River"
2013-05-05,NA,NA,"River"
2013-05-06,850.1,63.7,"River"
2013-05-07,NA,NA,"River"
2013-05-08,725.8,253.9,"River"
2013-05-09,698.9,143.6,"River"
2013-05-10,704.4,193.4,"River"
2013-05-11,NA,NA,"River"
2013-05-12,716.5,268.3,"River"
2013-05-13,687,221,"River"
2013-05-14,NA,NA,"River"
2013-05-15,612,61,"River"
2013-05-16,721.6,331.2,"River"
2013-05-17,736,251.7,"River"
2013-05-18,704.8,392.8,"River"
2013-05-19,647.6,232.9,"River"
2013-05-20,744.8,94.1,"River"
2013-05-21,724.1,328.9,"River"
2013-05-22,745.4,185.3,"River"
2013-05-23,823.9,134.5,"River"
2013-05-24,847.2,202.3,"River"
2013-05-25,NA,NA,"River"
2013-05-26,781.7,244.2,"River"
2013-05-27,718.7,142.9,"River"
2013-05-28,665.9,109.5,"River"
2013-05-29,760.2,202.5,"River"
2013-05-30,NA,NA,"River"
2013-05-31,697.3,311.8,"River"
2013-06-01,NA,NA,"River"
2013-06-02,720.4,174.5,"River"
2013-06-03,668.1,263,"River"
2013-06-04,NA,NA,"River"
2013-06-05,780.3,259.3,"River"
2013-06-06,826.3,215.5,"River"
2013-06-07,769,235,"River"
2013-06-08,820.5,158.5,"River"
2013-06-09,782.9,109,"River"
2013-06-10,707,217.6,"River"
2013-06-11,709,129.6,"River"
2013-06-12,671.7,270.2,"River"
2013-06-13,NA,NA,"River"
2013-06-14,606.1,263.2,"River"
2013-06-15,NA,NA,"River"
2013-06-16,NA,NA,"River"
2013-06-17,677.8,234.1,"River"
2013-06-18,782.1,166.9,"River"
2013-06-19,686.6,166,"River"
2013-06-20,772.2,335,"River"
2013-06-21,722.6,268.1,"River"
2013-06-22,707.9,176.4,"River"
2013-06-23,743.1,185.5,"River"
2013-06-24,793.6,240.1,"River"
2013-06-25,715.3,255.4,"River"
2013-06-26,622.2,163.9,"River"
2013-06-27,601.5,131,"River"
2013-06-28,622.2,197.6,"River"
2013-06-29,772.1,235.6,"River"
2013-06-30,741.5,98.2,"River"
2013-07-01,602.5,284,"River"
2013-07-02,656.1,207.9,"River"
2013-07-03,689.7,152.6,"River"
2013-07-04,827.9,96.3,"River"
2013-07-05,885.3,251.8,"River"
2013-07-06,851.6,508.9,"River"
2013-07-07,NA,NA,"River"
2013-07-08,836.2,129.8,"River"
2013-07-09,619.2,308.7,"River"
2013-07-10,855.3,257.3,"River"
2013-07-11,678.7,98.7,"River"
2013-07-12,593.4,168.8,"River"
2013-07-13,471.4,411.7,"River"
2013-07-14,765.5,309.3,"River"
2013-07-15,NA,NA,"River"
2013-07-16,NA,NA,"River"
2013-07-17,698.9,190.1,"River"
2013-07-18,753.4,332.5,"River"
2013-07-19,759.7,149.9,"River"
2013-07-20,644.9,304.5,"River"
2013-07-21,668.3,126.6,"River"
2013-07-22,622.1,292.6,"River"
2013-07-23,NA,NA,"River"
2013-07-24,694.2,209.8,"River"
2013-07-25,758,268.5,"River"
2013-07-26,596.5,229.4,"River"
2013-07-27,529.3,58.3,"River"
2013-07-28,NA,NA,"River"
2013-07-29,NA,NA,"River"
2013-07-30,NA,NA,"River"
2013-07-31,527.2,259.4,"River"
2013-08-01,699.3,168,"River"
2013-08-02,641.1,106.1,"River"
2013-08-03,548.4,433.1,"River"
2013-08-04,547.7,239.6,"River"
2013-08-05,609.2,82.9,"River"
2013-08-06,691.8,65.3,"River"
2013-08-07,645.4,56.5,"River"
2013-08-08,577.1,161.9,"River"
2013-08-09,657.2,204.9,"River"
2013-08-10,573.1,306.5,"River"
2013-08-11,595.6,228.8,"River"
2013-08-12,510.4,53.1,"River"
2013-08-13,619.2,303.1,"River"
2013-08-14,557.4,203.5,"River"
2013-08-15,NA,NA,"River"
2013-08-16,879.9,202.3,"River"
2013-08-17,NA,NA,"River"
2013-08-18,620.9,185.1,"River"
2013-08-19,739.1,106.2,"River"
2013-08-20,737.8,154.9,"River"
2013-08-21,NA,NA,"River"
2013-08-22,813.7,116,"River"
2013-08-23,618,409.9,"River"
2013-08-24,721.4,-4.1,"River"
2013-08-25,670,115.5,"River"
2013-08-26,517.9,73.5,"River"
2013-08-27,635.9,200,"River"
2013-08-28,668,116.1,"River"
2013-08-29,573.8,288.6,"River"
2013-08-30,749.9,246.9,"River"
2013-08-31,756.8,260.1,"River"
2013-09-01,NA,NA,"River"
2013-09-02,NA,NA,"River"
2013-09-03,632.5,65.3,"River"
2013-09-04,655,160.1,"River"
2013-09-05,NA,NA,"River"
2013-09-06,NA,NA,"River"
2013-09-07,824.6,227.4,"River"
2013-09-08,642.5,246.4,"River"
2013-09-09,660.8,63.4,"River"
2013-09-10,580.8,314.6,"River"
2013-09-11,792.9,140.4,"River"
2013-09-12,620.7,290,"River"
2013-09-13,664.3,8.9,"River"
2013-09-14,694.3,235.6,"River"
2013-09-15,816.8,154,"River"
2013-09-16,NA,NA,"River"
2013-09-17,NA,NA,"River"
2013-09-18,614.2,194.4,"River"
2013-09-19,677.2,58.4,"River"
2013-09-20,789.1,226.8,"River"
2013-09-21,NA,NA,"River"
2013-09-22,603.8,83.3,"River"
2013-09-23,810.8,226.3,"River"
2013-09-24,727.1,168.5,"River"
2013-09-25,751.4,138.4,"River"
2013-09-26,706.5,183.2,"River"
2013-09-27,NA,NA,"River"
2013-09-28,631,286.8,"River"
2013-09-29,639.1,336.3,"River"
2013-09-30,NA,NA,"River"
2013-10-01,622.3,195,"River"
2013-10-02,NA,NA,"River"
2013-10-03,512.4,179.1,"River"
2013-10-04,NA,NA,"River"
2013-10-05,653.8,332.4,"River"
2013-10-06,596.4,155,"River"
2013-10-07,805.1,55,"River"
2013-10-08,598,231.9,"River"
2013-10-09,580.8,167,"River"
2013-10-10,548.9,192.3,"River"
2013-10-11,NA,NA,"River"
2013-10-12,746.1,130.8,"River"
2013-10-13,512,334.6,"River"
