"Date","Mercury","Lead","Location"
2018-03-20,NA,NA,"Lake"
2018-03-21,669.3,386.7,"Lake"
2018-03-22,661.8,375.1,"Lake"
2018-03-23,811.4,495.8,"Lake"
2018-03-24,706.2,510.9,"Lake"
2018-03-25,783.6,482.1,"Lake"
2018-03-26,751.3,493.5,"Lake"
2018-03-27,701.7,415.3,"Lake"
2018-03-28,586.6,604.7,"Lake"
2018-03-29,674.2,470.8,"Lake"
2018-03-30,691.5,304,"Lake"
2018-03-31,926.3,506.5,"Lake"
2018-04-01,716.4,449.3,"Lake"
2018-04-02,612.5,511.6,"Lake"
2018-04-03,NA,NA,"Lake"
2018-04-04,659.6,366.3,"Lake"
2018-04-05,703.2,361,"Lake"
2018-04-06,508.2,394.1,"Lake"
2018-04-07,632.1,582.2,"Lake"
2018-04-08,648.3,521.5,"Lake"
2018-04-09,NA,NA,"Lake"
2018-04-10,506.5,454.6,"Lake"
2018-04-11,562.4,509.1,"Lake"
2018-04-12,569.6,577,"Lake"
2018-04-13,NA,NA,"Lake"
2018-04-14,732.3,487.1,"Lake"
2018-04-15,667.9,570.8,"Lake"
2018-04-16,615.5,495.2,"Lake"
2018-04-17,804.1,526.7,"Lake"
2018-04-18,579,384.9,"Lake"
2018-04-19,578.7,467.5,"Lake"
2018-04-20,906.2,499.4,"Lake"
2018-04-21,724.8,508.8,"Lake"
2018-04-22,636.6,372.6,"Lake"
2018-04-23,694.6,549.8,"Lake"
2018-04-24,NA,NA,"Lake"
2018-04-25,545.9,505.5,"Lake"
2018-04-26,720.5,380.8,"Lake"
2018-04-27,751.9,556.3,"Lake"
2018-04-28,593.9,455.1,"Lake"
2018-04-29,753.5,475.2,"Lake"
2018-04-30,NA,NA,"Lake"
2018-05-01,NA,NA,"Lake"
2018-05-02,NA,NA,"Lake"
2018-05-03,876.3,476,"Lake"
2018-05-04,854,399.6,"Lake"
2018-05-05,469.9,351.7,"Lake"
2018-05-06,820.2,456.4,"Lake"
2018-05-07,NA,NA,"Lake"
2018-05-08,NA,NA,"Lake"
2018-05-09,NA,NA,"Lake"
2018-05-10,729.5,450.2,"Lake"
2018-05-11,596.8,484.8,"Lake"
2018-05-12,641.5,385.6,"Lake"
2018-05-13,669.9,459,"Lake"
2018-05-14,863.5,300.4,"Lake"
2018-05-15,625.9,548.7,"Lake"
2018-05-16,582.2,600.7,"Lake"
2018-05-17,478.2,448.9,"Lake"
2018-05-18,644.8,557.3,"Lake"
2018-05-19,773.2,481.7,"Lake"
2018-05-20,531,397.3,"Lake"
2018-05-21,637.5,467,"Lake"
2018-05-22,NA,NA,"Lake"
2018-05-23,669.3,291.1,"Lake"
2018-05-24,NA,NA,"Lake"
2018-05-25,620.7,526.7,"Lake"
2018-05-26,623,386.3,"Lake"
2018-05-27,772.5,430.6,"Lake"
2018-05-28,679.3,365.6,"Lake"
2018-05-29,NA,NA,"Lake"
2018-05-30,552.1,369.4,"Lake"
2018-05-31,904.1,475.1,"Lake"
2018-06-01,NA,NA,"Lake"
2018-06-02,589.8,407.5,"Lake"
2018-06-03,716.1,434.6,"Lake"
2018-06-04,634.4,476.2,"Lake"
2018-06-05,655.9,527.2,"Lake"
2018-06-06,698.8,461.8,"Lake"
2018-06-07,700.7,441.5,"Lake"
2018-06-08,723,385.5,"Lake"
2018-06-09,592.4,529.9,"Lake"
2018-06-10,622.8,409.9,"Lake"
2018-06-11,NA,NA,"Lake"
2018-06-12,737.3,628.8,"Lake"
2018-06-13,NA,NA,"Lake"
2018-06-14,687.7,497.5,"Lake"
2018-06-15,736.4,578.3,"Lake"
2018-06-16,605.2,530.2,"Lake"
2018-06-17,611.9,438.3,"Lake"
2018-06-18,494,643,"Lake"
2018-06-19,NA,NA,"Lake"
2018-06-20,584.8,338.3,"Lake"
2018-06-21,NA,NA,"Lake"
2018-06-22,745,553.5,"Lake"
2018-06-23,553.3,571.3,"Lake"
2018-06-24,640.3,395.7,"Lake"
2018-06-25,500.7,444.1,"Lake"
2018-06-26,687.8,743.2,"Lake"
2018-06-27,627.7,461.6,"Lake"
2018-06-28,727.7,584.5,"Lake"
2018-06-29,638.1,475.6,"Lake"
2018-06-30,454.3,436.6,"Lake"
2018-07-01,NA,NA,"Lake"
2018-07-02,596.4,372.8,"Lake"
2018-07-03,485,316.8,"Lake"
2018-07-04,624.6,369.7,"Lake"
2018-07-05,698,545.1,"Lake"
2018-07-06,820.1,559.5,"Lake"
2018-07-07,715.8,481.7,"Lake"
2018-07-08,NA,NA,"Lake"
2018-07-09,NA,NA,"Lake"
2018-07-10,684.5,387.1,"Lake"
2018-07-11,NA,NA,"Lake"
2018-07-12,491.9,467.6,"Lake"
2018-07-13,634.1,659.7,"Lake"
2018-07-14,623.8,579.1,"Lake"
2018-07-15,771.6,404.9,"Lake"
2018-07-16,591.1,551.7,"Lake"
2018-07-17,670.9,412,"Lake"
2018-07-18,723.6,462.3,"Lake"
2018-07-19,NA,NA,"Lake"
2018-07-20,NA,NA,"Lake"
2018-07-21,797.3,519,"Lake"
2018-07-22,742.2,435.7,"Lake"
2018-07-23,647.5,421.9,"Lake"
2018-07-24,495.6,307.8,"Lake"
2018-07-25,547.2,501.6,"Lake"
2018-07-26,608.6,396,"Lake"
2018-07-27,668.4,656.4,"Lake"
2018-07-28,NA,NA,"Lake"
