"Date","Mercury","Lead","Location"
2012-09-27,418.3,223.1,"Lake"
2012-09-28,394,324.5,"Lake"
2012-09-29,367.7,165.8,"Lake"
2012-09-30,476.2,279.2,"Lake"
2012-10-01,491.7,91.2,"Lake"
2012-10-02,370.4,254.4,"Lake"
2012-10-03,339.7,198.2,"Lake"
2012-10-04,299.6,356.3,"Lake"
2012-10-05,515.3,394.8,"Lake"
2012-10-06,NA,NA,"Lake"
2012-10-07,434.4,257.2,"Lake"
2012-10-08,544.5,220.6,"Lake"
2012-10-09,NA,NA,"Lake"
2012-10-10,484.6,245.5,"Lake"
2012-10-11,478.3,171.4,"Lake"
2012-10-12,470.1,256.9,"Lake"
2012-10-13,640.2,154.2,"Lake"
2012-10-14,444,131.5,"Lake"
2012-10-15,201.5,248,"Lake"
2012-10-16,394.2,287.8,"Lake"
2012-10-17,306.5,271.2,"Lake"
2012-10-18,358.3,191.4,"Lake"
2012-10-19,NA,NA,"Lake"
2012-10-20,353.9,142.5,"Lake"
2012-10-21,463.2,223.8,"Lake"
2012-10-22,203.8,183.1,"Lake"
2012-10-23,NA,NA,"Lake"
2012-10-24,508,220,"Lake"
2012-10-25,450.2,227.6,"Lake"
2012-10-26,NA,NA,"Lake"
2012-10-27,409.6,106.7,"Lake"
2012-10-28,421.9,208.6,"Lake"
2012-10-29,527.8,399.3,"Lake"
2012-10-30,488.7,152.6,"Lake"
2012-10-31,392.7,325.9,"Lake"
2012-11-01,225.7,125.6,"Lake"
2012-11-02,327.4,305.8,"Lake"
2012-11-03,532.7,259.2,"Lake"
2012-11-04,NA,NA,"Lake"
2012-11-05,534.5,230,"Lake"
2012-11-06,NA,NA,"Lake"
2012-11-07,467.9,385.5,"Lake"
2012-11-08,496,188,"Lake"
2012-11-09,524,187.8,"Lake"
2012-11-10,260.6,299.7,"Lake"
2012-11-11,446.1,209,"Lake"
2012-11-12,344,384.3,"Lake"
2012-11-13,355.1,258.8,"Lake"
2012-11-14,524.8,262.6,"Lake"
2012-11-15,259.1,123.7,"Lake"
2012-11-16,511,373.3,"Lake"
2012-11-17,395.3,350.8,"Lake"
2012-11-18,495.1,63.1,"Lake"
2012-11-19,NA,NA,"Lake"
2012-11-20,NA,NA,"Lake"
2012-11-21,546.6,147.8,"Lake"
2012-11-22,NA,NA,"Lake"
2012-11-23,543.8,99.2,"Lake"
2012-11-24,NA,NA,"Lake"
2012-11-25,532.4,94.1,"Lake"
2012-11-26,619,124.9,"Lake"
2012-11-27,395.9,133.4,"Lake"
2012-11-28,563.4,285.8,"Lake"
2012-11-29,580.8,187.8,"Lake"
2012-11-30,407.7,232.1,"Lake"
2012-12-01,512,170.2,"Lake"
2012-12-02,395,278.8,"Lake"
2012-12-03,NA,NA,"Lake"
2012-12-04,366.9,401.7,"Lake"
2012-12-05,677.1,235.6,"Lake"
2012-12-06,NA,NA,"Lake"
2012-12-07,NA,NA,"Lake"
2012-12-08,388.2,236.6,"Lake"
2012-12-09,NA,NA,"Lake"
2012-12-10,NA,NA,"Lake"
2012-12-11,583.4,282.9,"Lake"
2012-12-12,314.6,116,"Lake"
2012-12-13,611,389.7,"Lake"
2012-12-14,NA,NA,"Lake"
2012-12-15,NA,NA,"Lake"
2012-12-16,522.3,77.9,"Lake"
2012-12-17,370.6,135.1,"Lake"
2012-12-18,228.4,290.4,"Lake"
2012-12-19,565.7,41.5,"Lake"
2012-12-20,NA,NA,"Lake"
2012-12-21,387.7,228,"Lake"
2012-12-22,581.3,93.2,"Lake"
2012-12-23,561.4,254.3,"Lake"
2012-12-24,564.5,0,"Lake"
2012-12-25,594.5,67.9,"Lake"
2012-12-26,449.8,389.9,"Lake"
2012-12-27,498.6,403.9,"Lake"
2012-12-28,411.4,340.2,"Lake"
2012-12-29,357.2,490.1,"Lake"
2012-12-30,478.2,180,"Lake"
2012-12-31,326.6,410.7,"Lake"
2013-01-01,465,122.3,"Lake"
2013-01-02,578.6,327.5,"Lake"
2013-01-03,321.6,67.3,"Lake"
2013-01-04,490.1,290.6,"Lake"
2013-01-05,484.6,22.2,"Lake"
2013-01-06,408.7,71.6,"Lake"
2013-01-07,555,120,"Lake"
2013-01-08,NA,NA,"Lake"
2013-01-09,587.7,256.7,"Lake"
2013-01-10,NA,NA,"Lake"
2013-01-11,NA,NA,"Lake"
2013-01-12,491.9,386.6,"Lake"
2013-01-13,447.3,324,"Lake"
2013-01-14,NA,NA,"Lake"
2013-01-15,663.1,239.1,"Lake"
2013-01-16,357.8,223.9,"Lake"
2013-01-17,NA,NA,"Lake"
2013-01-18,NA,NA,"Lake"
2013-01-19,NA,NA,"Lake"
2013-01-20,319.4,294,"Lake"
2013-01-21,503.7,21.1,"Lake"
2013-01-22,525.1,248.3,"Lake"
2013-01-23,NA,NA,"Lake"
2013-01-24,501.2,204.3,"Lake"
2013-01-25,270.3,299.4,"Lake"
2013-01-26,554.6,262.8,"Lake"
2013-01-27,NA,NA,"Lake"
2013-01-28,458.6,242.6,"Lake"
2013-01-29,429.2,156,"Lake"
2013-01-30,NA,NA,"Lake"
2013-01-31,NA,NA,"Lake"
2013-02-01,425.2,442.5,"Lake"
2013-02-02,574.6,70.6,"Lake"
2013-02-03,NA,NA,"Lake"
2013-02-04,516.8,188.4,"Lake"
2013-02-05,429.8,167.6,"Lake"
2013-02-06,290.8,296.5,"Lake"
2013-02-07,631.8,217,"Lake"
2013-02-08,410.8,377.7,"Lake"
2013-02-09,645.5,163.4,"Lake"
2013-02-10,568.7,67.1,"Lake"
2013-02-11,494.2,120.4,"Lake"
2013-02-12,468.5,119.6,"Lake"
2013-02-13,552.3,314.9,"Lake"
2013-02-14,NA,NA,"Lake"
2013-02-15,461.8,302.6,"Lake"
2013-02-16,408.2,267.7,"Lake"
2013-02-17,392.6,336.2,"Lake"
2013-02-18,641.6,361.4,"Lake"
2013-02-19,525.3,337.7,"Lake"
2013-02-20,450.8,199.8,"Lake"
2013-02-21,511.6,155.5,"Lake"
2013-02-22,562.4,296.9,"Lake"
2013-02-23,537.9,335.5,"Lake"
2013-02-24,523,146.3,"Lake"
2013-02-25,590.7,326,"Lake"
2013-02-26,455.9,173.9,"Lake"
2013-02-27,519.4,217.7,"Lake"
2013-02-28,563.6,192.7,"Lake"
2013-03-01,529.2,202.9,"Lake"
2013-03-02,560.2,0,"Lake"
2013-03-03,548.7,269.2,"Lake"
2013-03-04,605.1,151,"Lake"
2013-03-05,613.4,181.6,"Lake"
2013-03-06,618.2,134.2,"Lake"
2013-03-07,570.5,232,"Lake"
2013-03-08,NA,NA,"Lake"
2013-03-09,419.3,339.2,"Lake"
2013-03-10,492.2,315.9,"Lake"
2013-03-11,343.9,295,"Lake"
2013-03-12,464.7,38.6,"Lake"
2013-03-13,478.5,276.6,"Lake"
2013-03-14,443.2,51.5,"Lake"
2013-03-15,791.4,483.2,"Lake"
2013-03-16,309.5,255.2,"Lake"
2013-03-17,NA,NA,"Lake"
2013-03-18,NA,NA,"Lake"
2013-03-19,451.5,264.2,"Lake"
2013-03-20,651.4,352,"Lake"
2013-03-21,NA,NA,"Lake"
2013-03-22,569.4,0,"Lake"
2013-03-23,601.3,343.8,"Lake"
2013-03-24,552.9,59.2,"Lake"
2013-03-25,441.9,316.4,"Lake"
2013-03-26,815.9,91.7,"Lake"
2013-03-27,437.9,225.3,"Lake"
2013-03-28,676.9,267.2,"Lake"
2013-03-29,618.2,471.7,"Lake"
2013-03-30,380.5,187.6,"Lake"
2013-03-31,496.6,485.1,"Lake"
2013-04-01,371.1,105.3,"Lake"
2013-04-02,NA,NA,"Lake"
2013-04-03,671,180.7,"Lake"
2013-04-04,547.2,154.1,"Lake"
2013-04-05,352.1,298.2,"Lake"
2013-04-06,592.5,297.8,"Lake"
2013-04-07,NA,NA,"Lake"
2013-04-08,399.8,152.2,"Lake"
2013-04-09,631.7,80,"Lake"
2013-04-10,NA,NA,"Lake"
2013-04-11,605.5,334.8,"Lake"
2013-04-12,559.4,298.5,"Lake"
2013-04-13,584.9,438.7,"Lake"
2013-04-14,593,253.8,"Lake"
