"Date","Mercury","Lead","Location"
2011-08-24,591,236.7,"Lake"
2011-08-25,NA,NA,"Lake"
2011-08-26,385.4,196.1,"Lake"
2011-08-27,398.9,0,"Lake"
2011-08-28,NA,NA,"Lake"
2011-08-29,368.9,166.7,"Lake"
2011-08-30,436.6,166.8,"Lake"
2011-08-31,400.3,150.5,"Lake"
2011-09-01,451.2,215.2,"Lake"
2011-09-02,496.8,299.5,"Lake"
2011-09-03,388.8,190.3,"Lake"
2011-09-04,451.4,31.1,"Lake"
2011-09-05,462.3,203.2,"Lake"
2011-09-06,329,310.2,"Lake"
2011-09-07,528.2,337.5,"Lake"
2011-09-08,383.9,147.8,"Lake"
2011-09-09,375.4,271,"Lake"
2011-09-10,570.6,64.5,"Lake"
2011-09-11,NA,NA,"Lake"
2011-09-12,NA,NA,"Lake"
2011-09-13,363.5,148.4,"Lake"
2011-09-14,NA,NA,"Lake"
2011-09-15,NA,NA,"Lake"
2011-09-16,454.3,98.8,"Lake"
2011-09-17,313.1,146.5,"Lake"
2011-09-18,148.1,194,"Lake"
2011-09-19,554.3,267.2,"Lake"
2011-09-20,430.7,144.8,"Lake"
2011-09-21,493.2,181.3,"Lake"
2011-09-22,NA,NA,"Lake"
2011-09-23,249.9,154.6,"Lake"
2011-09-24,390.5,238.9,"Lake"
2011-09-25,405.9,231.1,"Lake"
2011-09-26,417,115,"Lake"
2011-09-27,418.5,94.6,"Lake"
2011-09-28,461.2,118.1,"Lake"
2011-09-29,362.2,0.1,"Lake"
2011-09-30,466.6,155.3,"Lake"
2011-10-01,508.5,327.9,"Lake"
2011-10-02,493.9,245.7,"Lake"
2011-10-03,387.6,98.1,"Lake"
2011-10-04,539.3,136.2,"Lake"
2011-10-05,283.7,253.1,"Lake"
2011-10-06,NA,NA,"Lake"
2011-10-07,425.1,149.2,"Lake"
2011-10-08,339.1,51.6,"Lake"
2011-10-09,415.4,76.1,"Lake"
2011-10-10,281.8,285.4,"Lake"
2011-10-11,NA,NA,"Lake"
2011-10-12,NA,NA,"Lake"
2011-10-13,377.9,231.8,"Lake"
2011-10-14,NA,NA,"Lake"
2011-10-15,322.6,320.9,"Lake"
2011-10-16,473.1,10.5,"Lake"
2011-10-17,357.9,286.2,"Lake"
2011-10-18,293.3,348,"Lake"
2011-10-19,NA,NA,"Lake"
2011-10-20,178.7,153.8,"Lake"
2011-10-21,520.6,222,"Lake"
2011-10-22,288.9,42,"Lake"
2011-10-23,279.9,197.3,"Lake"
2011-10-24,177.6,125,"Lake"
2011-10-25,NA,NA,"Lake"
2011-10-26,NA,NA,"Lake"
2011-10-27,NA,NA,"Lake"
2011-10-28,552.4,166.5,"Lake"
2011-10-29,NA,NA,"Lake"
2011-10-30,537,216.2,"Lake"
2011-10-31,491.9,240.6,"Lake"
2011-11-01,378.3,236.6,"Lake"
2011-11-02,NA,NA,"Lake"
2011-11-03,363.9,111.7,"Lake"
2011-11-04,511.5,50.9,"Lake"
2011-11-05,400.4,343.3,"Lake"
2011-11-06,399.4,227.2,"Lake"
2011-11-07,437.3,75.1,"Lake"
2011-11-08,478.8,52.3,"Lake"
2011-11-09,577.4,150.1,"Lake"
2011-11-10,148.3,154.6,"Lake"
2011-11-11,375.6,193.4,"Lake"
2011-11-12,489.9,293.7,"Lake"
2011-11-13,431.9,32.1,"Lake"
2011-11-14,361,336.8,"Lake"
2011-11-15,NA,NA,"Lake"
2011-11-16,445.4,177.2,"Lake"
2011-11-17,586.1,215.8,"Lake"
2011-11-18,334.9,99.7,"Lake"
2011-11-19,470.8,295.9,"Lake"
2011-11-20,287.6,263.7,"Lake"
2011-11-21,424.2,45.3,"Lake"
2011-11-22,200.4,97.7,"Lake"
2011-11-23,326,168.8,"Lake"
2011-11-24,258.3,97.4,"Lake"
2011-11-25,NA,NA,"Lake"
2011-11-26,479.8,122.6,"Lake"
2011-11-27,NA,NA,"Lake"
2011-11-28,387.8,44.5,"Lake"
2011-11-29,467.5,174.6,"Lake"
2011-11-30,493.8,79.8,"Lake"
2011-12-01,317.3,0,"Lake"
2011-12-02,501.1,112.8,"Lake"
2011-12-03,456.2,99.7,"Lake"
2011-12-04,480,338.1,"Lake"
2011-12-05,NA,NA,"Lake"
2011-12-06,526.7,229.1,"Lake"
2011-12-07,391.4,147.6,"Lake"
2011-12-08,395.5,130.5,"Lake"
2011-12-09,NA,NA,"Lake"
2011-12-10,NA,NA,"Lake"
2011-12-11,431.2,235.1,"Lake"
2011-12-12,512,346,"Lake"
2011-12-13,NA,NA,"Lake"
2011-12-14,636.5,229.7,"Lake"
2011-12-15,387.5,187.7,"Lake"
2011-12-16,321.4,285,"Lake"
2011-12-17,722.8,232.1,"Lake"
2011-12-18,468.7,19.7,"Lake"
2011-12-19,424.4,4.8,"Lake"
2011-12-20,349.5,170.3,"Lake"
2011-12-21,526.7,86.6,"Lake"
2011-12-22,NA,NA,"Lake"
2011-12-23,298.9,145.8,"Lake"
2011-12-24,625.6,289.5,"Lake"
2011-12-25,404.6,357.5,"Lake"
2011-12-26,443.7,355.2,"Lake"
2011-12-27,294.3,170.6,"Lake"
2011-12-28,NA,NA,"Lake"
2011-12-29,390.5,176.7,"Lake"
2011-12-30,NA,NA,"Lake"
2011-12-31,698.3,316.1,"Lake"
2012-01-01,362.7,4,"Lake"
2012-01-02,455.4,70.1,"Lake"
2012-01-03,393.7,249.3,"Lake"
2012-01-04,534.6,225.6,"Lake"
2012-01-05,287.8,278.2,"Lake"
2012-01-06,570,96.9,"Lake"
2012-01-07,358.6,30.7,"Lake"
2012-01-08,611.7,291.8,"Lake"
2012-01-09,NA,NA,"Lake"
2012-01-10,533,416,"Lake"
2012-01-11,NA,NA,"Lake"
2012-01-12,254.9,8.6,"Lake"
2012-01-13,493.4,273.5,"Lake"
2012-01-14,NA,NA,"Lake"
2012-01-15,529.1,175.7,"Lake"
2012-01-16,320.9,278.6,"Lake"
2012-01-17,326.1,148.7,"Lake"
2012-01-18,NA,NA,"Lake"
2012-01-19,524.5,230.3,"Lake"
2012-01-20,370.6,243.6,"Lake"
2012-01-21,267.7,62.1,"Lake"
2012-01-22,484.3,123.1,"Lake"
