"Date","Mercury","Lead","Location"
2019-11-10,467.7,591.6,"Lake"
2019-11-11,706.7,320.3,"Lake"
2019-11-12,651.8,467.2,"Lake"
2019-11-13,632.7,445.8,"Lake"
2019-11-14,733.6,639,"Lake"
2019-11-15,NA,NA,"Lake"
2019-11-16,770,468,"Lake"
2019-11-17,666.3,527.8,"Lake"
2019-11-18,535.8,627.2,"Lake"
2019-11-19,591.5,388.8,"Lake"
2019-11-20,NA,NA,"Lake"
2019-11-21,NA,NA,"Lake"
2019-11-22,NA,NA,"Lake"
2019-11-23,737.1,442.8,"Lake"
2019-11-24,507.1,483.7,"Lake"
2019-11-25,537.6,594.2,"Lake"
2019-11-26,568.1,568,"Lake"
2019-11-27,649.9,632.8,"Lake"
2019-11-28,723.6,647.7,"Lake"
2019-11-29,NA,NA,"Lake"
2019-11-30,723.6,729.8,"Lake"
2019-12-01,686.3,566.1,"Lake"
2019-12-02,714.1,587.2,"Lake"
2019-12-03,517.4,594.1,"Lake"
2019-12-04,NA,NA,"Lake"
2019-12-05,902.8,565.3,"Lake"
2019-12-06,585,519.3,"Lake"
2019-12-07,564.6,571.4,"Lake"
2019-12-08,718.5,550,"Lake"
2019-12-09,651.9,510.9,"Lake"
2019-12-10,700.5,434.7,"Lake"
2019-12-11,NA,NA,"Lake"
2019-12-12,616.2,339.8,"Lake"
2019-12-13,604.4,580,"Lake"
2019-12-14,NA,NA,"Lake"
2019-12-15,685.7,616.6,"Lake"
2019-12-16,725.5,580.4,"Lake"
2019-12-17,734.8,486.4,"Lake"
2019-12-18,753.9,494.5,"Lake"
2019-12-19,NA,NA,"Lake"
2019-12-20,595.2,475.8,"Lake"
2019-12-21,798,797.8,"Lake"
2019-12-22,518.2,620.5,"Lake"
2019-12-23,585.2,429.7,"Lake"
2019-12-24,720.5,332.3,"Lake"
2019-12-25,736.4,492.5,"Lake"
2019-12-26,NA,NA,"Lake"
2019-12-27,615.7,582.4,"Lake"
2019-12-28,504,491.9,"Lake"
2019-12-29,569.1,485.9,"Lake"
2019-12-30,NA,NA,"Lake"
2019-12-31,564.3,608.9,"Lake"
2020-01-01,NA,NA,"Lake"
2020-01-02,924.9,534.8,"Lake"
2020-01-03,493,526.9,"Lake"
2020-01-04,601.3,596.3,"Lake"
2020-01-05,665.2,490.1,"Lake"
2020-01-06,706.1,647.5,"Lake"
2020-01-07,741.7,426.2,"Lake"
2020-01-08,730.7,569.4,"Lake"
2020-01-09,694.9,361.9,"Lake"
2020-01-10,671.3,612.4,"Lake"
2020-01-11,589.7,533.4,"Lake"
2020-01-12,656.9,709.7,"Lake"
2020-01-13,670.2,449.2,"Lake"
2020-01-14,700.4,435.3,"Lake"
2020-01-15,671.1,689.2,"Lake"
2020-01-16,676.1,568.5,"Lake"
2020-01-17,826.2,380.8,"Lake"
2020-01-18,678.6,627,"Lake"
2020-01-19,398.2,473.9,"Lake"
2020-01-20,545.5,597.2,"Lake"
2020-01-21,666.3,661.9,"Lake"
2020-01-22,653.4,554.5,"Lake"
2020-01-23,NA,NA,"Lake"
2020-01-24,792.7,718.3,"Lake"
2020-01-25,737,499.5,"Lake"
2020-01-26,968.1,469.3,"Lake"
2020-01-27,671.1,619.4,"Lake"
2020-01-28,580,576.1,"Lake"
2020-01-29,596.6,579.9,"Lake"
2020-01-30,634.1,601.2,"Lake"
2020-01-31,680.4,579.6,"Lake"
2020-02-01,496.6,611.5,"Lake"
2020-02-02,794.4,435.9,"Lake"
2020-02-03,634.5,602.2,"Lake"
2020-02-04,779.6,756.1,"Lake"
2020-02-05,NA,NA,"Lake"
2020-02-06,624.3,517.3,"Lake"
2020-02-07,696.3,612.5,"Lake"
2020-02-08,484.9,687.9,"Lake"
2020-02-09,750.1,555.2,"Lake"
2020-02-10,633.2,612.7,"Lake"
2020-02-11,821.9,514.1,"Lake"
2020-02-12,NA,NA,"Lake"
2020-02-13,770.9,512.6,"Lake"
2020-02-14,NA,NA,"Lake"
2020-02-15,689.5,714.7,"Lake"
2020-02-16,697.8,447.1,"Lake"
2020-02-17,770.5,579,"Lake"
2020-02-18,732.5,604.8,"Lake"
2020-02-19,857.7,419,"Lake"
2020-02-20,635.9,585.9,"Lake"
2020-02-21,673.3,518.8,"Lake"
2020-02-22,456.2,381,"Lake"
2020-02-23,625,633.5,"Lake"
2020-02-24,697.3,508.7,"Lake"
2020-02-25,905.3,411.3,"Lake"
2020-02-26,912.9,774.3,"Lake"
2020-02-27,NA,NA,"Lake"
2020-02-28,701.3,678.9,"Lake"
2020-02-29,733.9,576.9,"Lake"
2020-03-01,721.6,322,"Lake"
2020-03-02,716,497.8,"Lake"
2020-03-03,NA,NA,"Lake"
2020-03-04,780.5,514.2,"Lake"
2020-03-05,746.9,590.1,"Lake"
2020-03-06,NA,NA,"Lake"
2020-03-07,956.8,569.8,"Lake"
2020-03-08,840.3,420.2,"Lake"
2020-03-09,732.8,621,"Lake"
2020-03-10,753.5,487.1,"Lake"
2020-03-11,665.4,352.6,"Lake"
2020-03-12,749.7,423.8,"Lake"
2020-03-13,725.9,642.6,"Lake"
2020-03-14,742.9,592.6,"Lake"
2020-03-15,720.4,484.9,"Lake"
2020-03-16,691.3,190.4,"Lake"
2020-03-17,828.9,624.1,"Lake"
2020-03-18,769.4,620.9,"Lake"
2020-03-19,NA,NA,"Lake"
2020-03-20,675.9,489,"Lake"
