"Date","Mercury","Lead","Location"
2015-12-23,628.9,333.6,"River"
2015-12-24,608.1,257.4,"River"
2015-12-25,767,475,"River"
2015-12-26,660.9,246.7,"River"
2015-12-27,593.8,196.3,"River"
2015-12-28,672.9,248.1,"River"
2015-12-29,611.5,30.9,"River"
2015-12-30,499,290.6,"River"
2015-12-31,798,220.3,"River"
2016-01-01,689.9,-7.7,"River"
2016-01-02,568.5,166.7,"River"
2016-01-03,641.4,242.7,"River"
2016-01-04,NA,NA,"River"
2016-01-05,679,284.4,"River"
2016-01-06,NA,NA,"River"
2016-01-07,687.6,176.1,"River"
2016-01-08,786.8,321.1,"River"
2016-01-09,837.6,103.5,"River"
2016-01-10,382.3,270.6,"River"
2016-01-11,803.4,162.7,"River"
2016-01-12,NA,NA,"River"
2016-01-13,623.5,270.8,"River"
2016-01-14,732.1,244.7,"River"
2016-01-15,NA,NA,"River"
2016-01-16,537.7,254.9,"River"
2016-01-17,830.5,334,"River"
2016-01-18,578.1,230.4,"River"
2016-01-19,NA,NA,"River"
2016-01-20,825.8,305.7,"River"
2016-01-21,660.4,240.8,"River"
2016-01-22,796,45,"River"
2016-01-23,NA,NA,"River"
2016-01-24,831.2,265.1,"River"
2016-01-25,686.8,187.7,"River"
2016-01-26,NA,NA,"River"
2016-01-27,721.7,183.1,"River"
2016-01-28,801.7,87.2,"River"
2016-01-29,707.9,324.3,"River"
2016-01-30,917.2,251.6,"River"
2016-01-31,887.4,108.7,"River"
2016-02-01,841.7,217.3,"River"
2016-02-02,849,39,"River"
2016-02-03,955.9,222.6,"River"
2016-02-04,760.8,265,"River"
2016-02-05,672.9,256.5,"River"
2016-02-06,592.6,144.9,"River"
2016-02-07,796.5,57.2,"River"
2016-02-08,713.1,382.9,"River"
2016-02-09,743.3,157.5,"River"
2016-02-10,NA,NA,"River"
2016-02-11,640.4,260,"River"
2016-02-12,780.9,335.5,"River"
2016-02-13,714.5,315.4,"River"
2016-02-14,835.4,126.7,"River"
2016-02-15,760.5,179.5,"River"
2016-02-16,704.1,108.3,"River"
2016-02-17,742,82.1,"River"
2016-02-18,857,155.2,"River"
2016-02-19,NA,NA,"River"
2016-02-20,797.7,301.6,"River"
2016-02-21,674.1,258.1,"River"
2016-02-22,977.9,295,"River"
2016-02-23,NA,NA,"River"
2016-02-24,713,216.7,"River"
2016-02-25,NA,NA,"River"
2016-02-26,654.6,78.5,"River"
2016-02-27,806.1,144.3,"River"
2016-02-28,538.5,232.9,"River"
2016-02-29,637.3,129.7,"River"
2016-03-01,NA,NA,"River"
2016-03-02,937.2,124,"River"
2016-03-03,NA,NA,"River"
2016-03-04,772.8,284.3,"River"
2016-03-05,NA,NA,"River"
2016-03-06,653.4,112.8,"River"
2016-03-07,804.1,206.8,"River"
2016-03-08,NA,NA,"River"
2016-03-09,797.3,154.2,"River"
2016-03-10,759.3,266,"River"
2016-03-11,743.5,352.6,"River"
2016-03-12,703.9,126.8,"River"
2016-03-13,720,226.2,"River"
2016-03-14,799.8,254.7,"River"
2016-03-15,564.9,189.6,"River"
2016-03-16,720.2,147.8,"River"
2016-03-17,825.5,111.8,"River"
2016-03-18,624.2,311.2,"River"
2016-03-19,666.8,289.7,"River"
2016-03-20,772.9,337,"River"
2016-03-21,NA,NA,"River"
2016-03-22,703.2,331.8,"River"
2016-03-23,738.6,131.4,"River"
2016-03-24,765.6,339.5,"River"
2016-03-25,633.5,184.6,"River"
2016-03-26,749,189.6,"River"
2016-03-27,750.2,245.3,"River"
2016-03-28,727.7,73.9,"River"
2016-03-29,NA,NA,"River"
2016-03-30,736.1,298,"River"
2016-03-31,739.9,16.2,"River"
2016-04-01,840,162.1,"River"
2016-04-02,796.5,253.7,"River"
2016-04-03,942.5,83.8,"River"
2016-04-04,NA,NA,"River"
2016-04-05,NA,NA,"River"
2016-04-06,NA,NA,"River"
2016-04-07,NA,NA,"River"
2016-04-08,920.8,230.6,"River"
2016-04-09,NA,NA,"River"
2016-04-10,725.9,281.9,"River"
2016-04-11,728.4,218.4,"River"
2016-04-12,870.9,181.6,"River"
2016-04-13,645.2,312.1,"River"
2016-04-14,944.8,188.3,"River"
2016-04-15,642.4,346.1,"River"
2016-04-16,686.3,395.8,"River"
2016-04-17,707,158.5,"River"
2016-04-18,844.7,159.8,"River"
2016-04-19,721.9,205.4,"River"
2016-04-20,566,-57.2,"River"
2016-04-21,865.3,216.2,"River"
2016-04-22,748.9,133.7,"River"
2016-04-23,807.3,192.9,"River"
2016-04-24,887.5,266.4,"River"
2016-04-25,718.5,267.4,"River"
2016-04-26,618.7,142,"River"
2016-04-27,555.4,321.7,"River"
2016-04-28,715.3,305.6,"River"
2016-04-29,NA,NA,"River"
2016-04-30,779.9,391.5,"River"
2016-05-01,NA,NA,"River"
2016-05-02,604.5,262,"River"
2016-05-03,855.9,271.2,"River"
2016-05-04,733.8,172.7,"River"
2016-05-05,895.3,259,"River"
2016-05-06,NA,NA,"River"
2016-05-07,660.9,254.5,"River"
2016-05-08,NA,NA,"River"
2016-05-09,795.1,150.7,"River"
2016-05-10,757.5,359.3,"River"
2016-05-11,767,94.1,"River"
2016-05-12,640.7,147,"River"
2016-05-13,642.4,100.2,"River"
2016-05-14,728,116.8,"River"
2016-05-15,651.9,128.3,"River"
2016-05-16,783.1,177.4,"River"
2016-05-17,725.9,126,"River"
2016-05-18,718.9,184.9,"River"
2016-05-19,723,291.3,"River"
2016-05-20,652.7,200.2,"River"
2016-05-21,836.6,281.5,"River"
2016-05-22,NA,NA,"River"
2016-05-23,702.9,-23.2,"River"
2016-05-24,831.4,110.7,"River"
2016-05-25,749.3,109.1,"River"
2016-05-26,876.6,-2.2,"River"
2016-05-27,526.9,274.2,"River"
2016-05-28,615.8,262.5,"River"
