"Date","Mercury","Lead","Location"
2015-06-06,NA,NA,"River"
2015-06-07,601.1,206.1,"River"
2015-06-08,664.4,225.1,"River"
2015-06-09,706.7,284.3,"River"
2015-06-10,NA,NA,"River"
2015-06-11,601.6,29.1,"River"
2015-06-12,787.7,128.7,"River"
2015-06-13,NA,NA,"River"
2015-06-14,608.8,285.1,"River"
2015-06-15,692.5,201.3,"River"
2015-06-16,774.1,170.5,"River"
2015-06-17,679,227.1,"River"
2015-06-18,751.5,-23,"River"
2015-06-19,712.3,175.7,"River"
2015-06-20,585.9,229.1,"River"
2015-06-21,NA,NA,"River"
2015-06-22,799.9,236.1,"River"
2015-06-23,827,297.8,"River"
2015-06-24,NA,NA,"River"
2015-06-25,907.6,-17.4,"River"
2015-06-26,727.6,198.4,"River"
2015-06-27,713.6,280.4,"River"
2015-06-28,798.7,250.5,"River"
2015-06-29,741.8,155.2,"River"
2015-06-30,774.7,292.3,"River"
2015-07-01,767.6,308.8,"River"
2015-07-02,684.6,302.5,"River"
2015-07-03,700.7,124.2,"River"
2015-07-04,797.2,272.4,"River"
2015-07-05,NA,NA,"River"
2015-07-06,679.2,222.4,"River"
2015-07-07,705.5,248.1,"River"
2015-07-08,713.8,230.6,"River"
2015-07-09,NA,NA,"River"
2015-07-10,630.8,251.8,"River"
2015-07-11,691.9,136.2,"River"
2015-07-12,641.9,308.6,"River"
2015-07-13,NA,NA,"River"
2015-07-14,700.7,190.3,"River"
2015-07-15,786,229.4,"River"
2015-07-16,NA,NA,"River"
2015-07-17,775.4,110.6,"River"
2015-07-18,NA,NA,"River"
2015-07-19,796.3,215.3,"River"
2015-07-20,655.4,256.1,"River"
2015-07-21,618.7,188.9,"River"
2015-07-22,NA,NA,"River"
2015-07-23,580.1,69.8,"River"
2015-07-24,571.5,152.2,"River"
2015-07-25,660,162.3,"River"
2015-07-26,NA,NA,"River"
2015-07-27,765,314.1,"River"
2015-07-28,654,184.7,"River"
2015-07-29,464,395.9,"River"
2015-07-30,NA,NA,"River"
2015-07-31,643.7,283.5,"River"
2015-08-01,605.5,116.7,"River"
2015-08-02,700.2,146.3,"River"
2015-08-03,NA,NA,"River"
2015-08-04,765.7,211.4,"River"
2015-08-05,659.5,67,"River"
2015-08-06,743.3,17.6,"River"
2015-08-07,600.2,352.3,"River"
2015-08-08,548.8,356.3,"River"
2015-08-09,813.4,293.4,"River"
2015-08-10,800.3,219.3,"River"
2015-08-11,653,69.6,"River"
2015-08-12,NA,NA,"River"
2015-08-13,717.2,159,"River"
2015-08-14,819.1,339.1,"River"
2015-08-15,662.6,73.1,"River"
2015-08-16,692.1,284.2,"River"
2015-08-17,681.6,315.7,"River"
2015-08-18,NA,NA,"River"
2015-08-19,789.6,368.6,"River"
2015-08-20,481,281.5,"River"
2015-08-21,835.6,340.2,"River"
2015-08-22,535.8,266.7,"River"
2015-08-23,NA,NA,"River"
2015-08-24,656.9,315.7,"River"
2015-08-25,565.9,195.4,"River"
2015-08-26,757.8,271.1,"River"
2015-08-27,690,201.4,"River"
2015-08-28,626.5,379.4,"River"
2015-08-29,598.1,170.8,"River"
2015-08-30,675.9,142.7,"River"
2015-08-31,675,237.2,"River"
2015-09-01,777.7,284.4,"River"
2015-09-02,901.1,213.3,"River"
2015-09-03,776.8,323.3,"River"
2015-09-04,815.3,82.1,"River"
2015-09-05,425.5,232.9,"River"
2015-09-06,647.8,142.1,"River"
2015-09-07,NA,NA,"River"
2015-09-08,783.7,31.5,"River"
2015-09-09,767.2,185,"River"
2015-09-10,NA,NA,"River"
2015-09-11,467.2,267,"River"
2015-09-12,727.2,286.2,"River"
2015-09-13,620.8,397.2,"River"
2015-09-14,727.7,233.8,"River"
2015-09-15,513,228.7,"River"
2015-09-16,588.7,332,"River"
2015-09-17,NA,NA,"River"
2015-09-18,643.6,128.1,"River"
2015-09-19,NA,NA,"River"
2015-09-20,NA,NA,"River"
2015-09-21,573.1,42.4,"River"
2015-09-22,NA,NA,"River"
2015-09-23,601.1,221.9,"River"
2015-09-24,743.6,104,"River"
2015-09-25,NA,NA,"River"
2015-09-26,614.5,90,"River"
2015-09-27,562.8,26.8,"River"
2015-09-28,708,57.5,"River"
2015-09-29,549.8,419.1,"River"
2015-09-30,699,251.8,"River"
2015-10-01,755,95.9,"River"
2015-10-02,NA,NA,"River"
2015-10-03,590.4,200.2,"River"
2015-10-04,NA,NA,"River"
2015-10-05,448.6,284.3,"River"
2015-10-06,672.8,257,"River"
2015-10-07,NA,NA,"River"
2015-10-08,717.5,123.1,"River"
2015-10-09,664.4,197.8,"River"
2015-10-10,599.5,355.7,"River"
2015-10-11,647.2,238.8,"River"
2015-10-12,NA,NA,"River"
2015-10-13,755.4,146.6,"River"
2015-10-14,738.7,215.4,"River"
2015-10-15,796.8,138.3,"River"
2015-10-16,494.6,52.6,"River"
2015-10-17,628.2,290.7,"River"
2015-10-18,NA,NA,"River"
2015-10-19,NA,NA,"River"
2015-10-20,611.8,369.9,"River"
2015-10-21,754.1,174.1,"River"
2015-10-22,655.5,144.8,"River"
2015-10-23,538.2,-3,"River"
2015-10-24,532.8,177.7,"River"
2015-10-25,543,204.3,"River"
2015-10-26,595.2,57.7,"River"
2015-10-27,NA,NA,"River"
2015-10-28,617.8,350.3,"River"
2015-10-29,671,370.2,"River"
2015-10-30,556.8,211.2,"River"
2015-10-31,686.1,400.2,"River"
2015-11-01,509.2,203.2,"River"
2015-11-02,659.2,298,"River"
2015-11-03,787.5,349.6,"River"
2015-11-04,566.3,28.5,"River"
2015-11-05,679.3,71.4,"River"
2015-11-06,NA,NA,"River"
2015-11-07,714,133.2,"River"
2015-11-08,NA,NA,"River"
2015-11-09,761.4,295.4,"River"
2015-11-10,713.9,45.7,"River"
2015-11-11,871.4,264,"River"
2015-11-12,685.8,367.7,"River"
2015-11-13,657.7,377.3,"River"
2015-11-14,619.1,277.2,"River"
2015-11-15,656.3,310.3,"River"
2015-11-16,716.1,327.9,"River"
2015-11-17,722.6,258.8,"River"
2015-11-18,641.6,131.4,"River"
2015-11-19,438.2,154.2,"River"
2015-11-20,671.5,222.2,"River"
2015-11-21,731,175.6,"River"
2015-11-22,509.2,183.9,"River"
2015-11-23,NA,NA,"River"
2015-11-24,552.1,169.7,"River"
2015-11-25,653.5,253.1,"River"
2015-11-26,598.9,253.9,"River"
2015-11-27,676,36.4,"River"
2015-11-28,729,125.4,"River"
2015-11-29,613.2,139.9,"River"
2015-11-30,771.1,166.3,"River"
2015-12-01,759.2,283,"River"
2015-12-02,808,325.3,"River"
2015-12-03,586.8,37.9,"River"
2015-12-04,589.5,196.5,"River"
2015-12-05,799,125.7,"River"
2015-12-06,659.5,366.4,"River"
2015-12-07,NA,NA,"River"
2015-12-08,614,34.6,"River"
2015-12-09,NA,NA,"River"
2015-12-10,656.6,265.8,"River"
2015-12-11,632.1,51.9,"River"
2015-12-12,678,327.4,"River"
2015-12-13,739.1,264.9,"River"
2015-12-14,763.1,320.7,"River"
2015-12-15,821.8,93.6,"River"
2015-12-16,587.8,222.5,"River"
2015-12-17,703.4,228.8,"River"
2015-12-18,822.8,305.9,"River"
2015-12-19,NA,NA,"River"
2015-12-20,775.6,241.6,"River"
2015-12-21,532.2,241.4,"River"
2015-12-22,730.8,174.2,"River"
