"Date","Mercury","Lead","Location"
2017-09-01,570.9,392.1,"Lake"
2017-09-02,577,554.5,"Lake"
2017-09-03,NA,NA,"Lake"
2017-09-04,482.2,350.9,"Lake"
2017-09-05,NA,NA,"Lake"
2017-09-06,547.3,430.3,"Lake"
2017-09-07,735.6,527.4,"Lake"
2017-09-08,409.2,439.4,"Lake"
2017-09-09,571.2,621.9,"Lake"
2017-09-10,NA,NA,"Lake"
2017-09-11,573.7,323.5,"Lake"
2017-09-12,570.3,673,"Lake"
2017-09-13,NA,NA,"Lake"
2017-09-14,465.4,495.8,"Lake"
2017-09-15,454.9,426.9,"Lake"
2017-09-16,581.3,476.8,"Lake"
2017-09-17,659.2,348.9,"Lake"
2017-09-18,659.2,596,"Lake"
2017-09-19,575.5,451.4,"Lake"
2017-09-20,563.3,559.9,"Lake"
2017-09-21,NA,NA,"Lake"
2017-09-22,537.2,465.6,"Lake"
2017-09-23,671.7,584.4,"Lake"
2017-09-24,536.6,398.2,"Lake"
2017-09-25,NA,NA,"Lake"
2017-09-26,513,468.6,"Lake"
2017-09-27,547.1,268.2,"Lake"
2017-09-28,423.8,554.1,"Lake"
2017-09-29,619.7,492.7,"Lake"
2017-09-30,558.8,349,"Lake"
2017-10-01,639,462.4,"Lake"
2017-10-02,473.5,434.7,"Lake"
2017-10-03,734.6,433.6,"Lake"
2017-10-04,499.2,228,"Lake"
2017-10-05,458.3,331.4,"Lake"
2017-10-06,553.6,492.7,"Lake"
2017-10-07,302.8,548.4,"Lake"
2017-10-08,638.3,578.2,"Lake"
2017-10-09,554.1,408.4,"Lake"
2017-10-10,514.3,485.9,"Lake"
2017-10-11,548.5,494.1,"Lake"
2017-10-12,591.2,314.3,"Lake"
2017-10-13,NA,NA,"Lake"
2017-10-14,491.6,407.3,"Lake"
2017-10-15,425.1,348.2,"Lake"
2017-10-16,603.6,571,"Lake"
2017-10-17,NA,NA,"Lake"
2017-10-18,NA,NA,"Lake"
2017-10-19,710.8,394.5,"Lake"
2017-10-20,605.4,380.8,"Lake"
2017-10-21,718.9,357.7,"Lake"
2017-10-22,493.5,531.6,"Lake"
2017-10-23,487.5,487.3,"Lake"
2017-10-24,458.6,447.4,"Lake"
2017-10-25,625.4,440.5,"Lake"
2017-10-26,596.8,529.7,"Lake"
2017-10-27,639.3,440.4,"Lake"
2017-10-28,469.6,403.1,"Lake"
2017-10-29,578.4,394.4,"Lake"
2017-10-30,NA,NA,"Lake"
2017-10-31,642,292.9,"Lake"
2017-11-01,463,591.6,"Lake"
2017-11-02,666.5,350.1,"Lake"
2017-11-03,554.9,396.6,"Lake"
2017-11-04,515.3,362.5,"Lake"
2017-11-05,536.5,522.9,"Lake"
2017-11-06,741.2,491.4,"Lake"
2017-11-07,NA,NA,"Lake"
