"Date","Mercury","Lead","Location"
2011-02-05,381.5,0,"Lake"
2011-02-06,441.3,118.7,"Lake"
2011-02-07,548.8,41.8,"Lake"
2011-02-08,408.5,232.3,"Lake"
2011-02-09,498.3,205.8,"Lake"
2011-02-10,518.2,0,"Lake"
2011-02-11,398.9,143.3,"Lake"
2011-02-12,466.4,410.3,"Lake"
2011-02-13,436.2,162.1,"Lake"
2011-02-14,456.3,279.7,"Lake"
2011-02-15,592.6,178.9,"Lake"
2011-02-16,521.4,289.1,"Lake"
2011-02-17,293.9,102.4,"Lake"
2011-02-18,504.2,192,"Lake"
2011-02-19,381.1,142.8,"Lake"
2011-02-20,416.8,197,"Lake"
2011-02-21,574.6,0,"Lake"
2011-02-22,708.5,24.2,"Lake"
2011-02-23,469,135.5,"Lake"
2011-02-24,444.4,110.7,"Lake"
2011-02-25,NA,NA,"Lake"
2011-02-26,NA,NA,"Lake"
2011-02-27,500.1,151.5,"Lake"
2011-02-28,643.9,254.6,"Lake"
2011-03-01,364,220.3,"Lake"
2011-03-02,464.3,125.2,"Lake"
2011-03-03,493.1,218.4,"Lake"
2011-03-04,NA,NA,"Lake"
2011-03-05,637.5,198.9,"Lake"
2011-03-06,496.8,236.9,"Lake"
2011-03-07,NA,NA,"Lake"
2011-03-08,481.8,0,"Lake"
2011-03-09,342.4,250.5,"Lake"
2011-03-10,410.4,0,"Lake"
2011-03-11,688.4,174.3,"Lake"
2011-03-12,396.5,113,"Lake"
2011-03-13,421.5,229.3,"Lake"
2011-03-14,534.3,380,"Lake"
2011-03-15,427.4,88.3,"Lake"
2011-03-16,463.9,142.2,"Lake"
2011-03-17,390.4,181.7,"Lake"
2011-03-18,NA,NA,"Lake"
2011-03-19,NA,NA,"Lake"
2011-03-20,521.1,26.5,"Lake"
2011-03-21,NA,NA,"Lake"
2011-03-22,742.5,61.4,"Lake"
2011-03-23,475.2,177.8,"Lake"
2011-03-24,469.8,154.3,"Lake"
2011-03-25,NA,NA,"Lake"
2011-03-26,NA,NA,"Lake"
2011-03-27,207.5,106.4,"Lake"
2011-03-28,465.5,90.1,"Lake"
2011-03-29,606.7,51.9,"Lake"
2011-03-30,362.7,188.5,"Lake"
2011-03-31,476.3,211,"Lake"
2011-04-01,503.5,93,"Lake"
2011-04-02,483.3,294.4,"Lake"
2011-04-03,483.1,258.1,"Lake"
